OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18-64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,IMPLANTABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_ANGIOPLASTY_WITH_STENT,PCI_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,DIAGNOSTIC_ELECTROPHYSIOLOGY_EP,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,oshpd_id2,oshpd_id2
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,"6700 EUCALYPTUS DRIVE, STE C",BAKERSFIELD,93306,661-363-8127-11581,Yes,01/01/2011,12/31/2011,Open,11/15/2010,11/15/2010,,NO,32,16,22,6029001101,66b,,09 - Central,Kern,mh0201604,Parent Facility,-118.929706,35.3657603,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,356,797,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,356,797,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,9,0,0,0,0,9,0,0,0,0,0,9,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,BAKERSFIELD EAST/LAKEVIEW/LA LOMA,106154160,106154160
106160702,CORCORAN DISTRICT HOSPITAL,1310 HANNA AVENUE,CORCORAN,93212,559-992-5051-323,Yes,01/01/2011,12/31/2011,Open,01/14/1949,01/14/1949,,NO,30,16,20,6031001400,68,,09 - Central,Kings,40000087,Parent Facility,-119.56372,36.09981,General Acute Care,District,General Medical / Surgical,32,11680,477,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,477,1544,0,0,0,0,0,0,0,0,0,0,20,,248,0,0,0,0,0,0,0,0,32,11680,497,1792,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,12,1,3603,68,720,90,1089,294,44,5,5468,458,5926,6,3546,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,47,6773,919,49245,0,0,1,1,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,District,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,5926,13,3671,810,1383,49,,Rural,CORCORAN/KETTLEMAN CITY/STRATFORD,106160702,106160702
106160725,HANFORD COMMUNITY MEDICAL CENTER,450 GREENFIELD AVENUE,HANFORD,93230,559-582-9000,No,01/01/2011,12/31/2011,Closed,08/14/2011,03/16/1965,,NO,30,16,20,6031001001,69,,09 - Central,Kings,550001439,Consolidated Facility,-119.65779,36.33059,General Acute Care,Nonprofit - Corporation,,54,12204,0,0,0,0,0,0,0,0,0,0,10,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,14464,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,64,14464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,0,0,0,0,0,0,0,0,0,0,0,0,,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Nonprofit - Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Rural,ARMONA/HANFORD/LEMOORE,106160725,106160725
106160787,CENTRAL VALLEY GENERAL HOSPITAL,1025 NORTH DOUTY STREET,HANFORD,93230,559-583-2100,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,30,16,20,6031000900,69,,09 - Central,Kings,40000140,Parent Facility,-119.64592,36.33516,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,29,10585,0,0,20,7300,2094,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2094,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2094,4120,0,0,0,0,0,0,6,1888,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,822,45982,0,0,2,0,0,2,,1888,79,12,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Rural,ARMONA/HANFORD/LEMOORE,106160787,106160787
106164029,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,93230,559-582-9000,Yes,01/01/2011,12/31/2011,Open,12/05/2010,12/05/2010,,NO,30,16,20,,69,,09 - Central,Kings,550001439,Parent Facility,-119.6672,36.323621,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,120,43800,7264,36362,0,0,0,0,0,0,0,0,22,8030,284,8,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,51830,7548,40628,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,142,51830,7548,40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,764,6,7129,42,21931,463,16053,549,8543,4062,54420,5122,59542,26,0,755,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2700,262719,5703,329588,0,4,6,10,,0,0,0,,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,207,29,653,54,860,83,837,0,0,0,0,0,0,0,0,0,0,0,0,597,102,0,0,0,0,1536,,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,59542,770,7171,22394,16602,12605,,Rural,ARMONA/HANFORD/LEMOORE,106164029,106164029
106171049,ST. HELENA HOSPITAL - CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,95422,707-994-6486,Yes,01/01/2011,12/31/2011,Open,04/18/1968,04/18/1968,,NO,1,2,1,6033000700,71.1,,01 - Northern California,Lake,110000174,Parent Facility,-122.6201,38.93556,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,24,8760,1361,5234,4,1460,206,505,0,0,0,0,4,1460,194,286,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,1761,7101,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,32,11680,1761,7101,0,0,0,0,0,0,4,193,406,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,2,214,2,1696,32,6566,559,4174,2535,1122,3130,13772,16902,7,771,1019,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,340,11940,1489,41580,0,0,2,2,Yes,193,4,0,,,,0,44,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,16902,216,1698,6598,4733,3657,,Rural,CLEARLAKE/CLEARLAKE OAKS,106171049,106171049
106171395,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,95453,707-262-5000,Yes,01/01/2011,12/31/2011,Open,04/28/1978,04/28/1978,Level IV,NO,1,2,1,6033000300,70.1,,01 - Northern California,Lake,110000094,Parent Facility,-122.91003,39.10232,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,40,14600,1651,5562,3,1095,281,630,0,0,0,0,6,2190,127,157,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2059,7110,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,49,17885,2059,7110,0,0,0,0,0,0,6,287,465,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,197,0,4755,0,5572,10,3873,68,3169,446,17566,524,18090,12,0,303,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,594,66677,2046,96424,0,0,4,4,Yes,286,25,3,,,,0,84,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,,,,18090,,197,4755,5582,3941,3615,,Rural,KELSEYVILLE/LAKEPORT,106171395,106171395
106184008,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,530-252-2000,Yes,01/01/2011,12/31/2011,Open,04/23/2003,04/23/2003,,NO,3,1,4,6035040301,72,,01 - Northern California,Lassen,230000020,Parent Facility,-120.64609,40.42306,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,34,12410,1038,3598,4,1460,294,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13870,1332,4207,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,38,13870,1332,4207,0,0,0,0,0,0,6,266,474,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,259,0,1636,3,4465,7,2890,424,348,11,9598,445,10043,7,4232,272,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,386,29509,878,46201,0,0,3,3,,266,17,2,,,,0,86,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,10043,259,1639,4472,3314,359,,Rural,SUSANVILLE,106184008,106184008
106190017,ALHAMBRA HOSPITAL,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,626-570-1606,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,49,22,29,6037480901,78.2eeee,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000005,Parent Facility,-118.1449,34.08988,General Acute Care,Investor - Partnership,General Medical / Surgical,88,32120,3736,15101,0,0,0,0,0,0,0,0,6,2190,101,377,1411,7,2555,106,415,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6205,287,4287,118,43070,4230,22382,0,0,0,0,0,0,0,0,26,9490,37,,9327,0,0,0,0,0,0,0,0,144,52560,4267,31709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,392,4,1918,16,4569,265,1966,560,2139,1838,10984,2683,13667,8,1222,81,Yes,17,32,71,2,9,8,10,19,1,6,4,31,210,Respondent,687,41347,1628,62184,0,0,5,5,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,13667,396,1934,4834,2526,3977,,Urban,ALHAMBRA/EL SERENO SOUTH/SAN GABRIEL CENTRAL,106190017,106190017
106190020,BHC ALHAMBRA HOSPITAL,4619 ROSEMEAD BOULEVARD,ROSEMEAD,91770,626-286-1191-247,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,49,24,32,6037432202,78.2qqq,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000006,Parent Facility,-118.07352,34.08926,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,35405,4666,29038,0,0,0,,0,0,0,0,0,0,0,0,0,97,35405,4666,29038,0,0,0,0,0,0,0,0,0,0,63,0,63,26,34,3,63,6,0,17,0,0,17,22,0,0,1,63,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,ROSEMEAD/SAN GABRIEL SOUTH/SOUTH EL MONTE WEST/TEMPLE CITY WEST,106190020,106190020
106190034,ANTELOPE VALLEY HOSPITAL,1600 WEST AVENUE J,LANCASTER,93534,661-949-5000,Yes,01/01/2011,12/31/2011,Open,09/27/1955,09/27/1955,Level II,NO,36,17,22,6037900703,77.1b,Antelope Valley,11 - Los Angeles,Los Angeles,930000008,Parent Facility,-118.15767,34.68928,General Acute Care,District,General Medical / Surgical,251,91615,15620,50498,48,17520,5840,15509,22,8030,1278,2935,21,7665,598,2565,9877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17520,408,17,6101,0,0,0,0,390,142350,23744,84920,0,0,0,0,30,10950,576,2721,0,0,0,,0,0,0,0,0,0,0,0,0,420,153300,24320,87641,0,0,0,0,0,0,0,5019,10602,0,7,0,7,0,6,1,7,1,0,2,1,0,0,3,0,0,0,7,,,,,,Basic,Basic,631,1,7272,5,39961,70,37362,320,3130,14023,88356,14419,102775,28,632,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,7445,784330,7917,423210,0,0,13,13,Yes,5410,462,114,,,,0,1927,CV SURG,1,0,0,28,0,28,0,28,1,0,0,0,0,488,328,220,434,708,762,388,0,0,0,0,0,285,20,3,0,0,42,19,184,194,0,20,0,244,1399,Yes,No,300 - 499,District,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,,102775,,,,632,7277,40031,37682,17153,,Urban,DESERT VIEW HIGHLANDS/LANCASTER WEST/PALMDALE NORTHWEST/QUARTZ HILL,106190034,106190034
106190045,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,90704,310-510-0700-22,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,54,27,46,6037599000,78.1,South Bay,11 - Los Angeles,Los Angeles,930000010,Parent Facility,-118.33369,33.33887,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,8,2920,26,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2920,26,102,0,0,0,0,0,0,0,0,4,1460,5,0,2331,0,0,0,0,0,0,0,0,12,4380,31,2433,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,0,0,534,0,686,0,5,13,8,8,1233,21,1254,2,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,1,1,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1254,0,534,686,18,16,,Frontier,AVALON,106190045,106190045
106190049,KINDRED HOSPITAL BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,626-388-2700,Yes,01/01/2011,12/31/2011,Open,12/23/2003,06/08/1956,,NO,57,24,32,6037406900,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000390,Parent Facility,-117.96801,34.06398,General Acute Care,Investor - Corporation,General Medical / Surgical,63,22995,717,20360,0,0,0,0,0,0,0,0,8,2920,88,215,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,25915,805,23098,0,0,0,0,24,8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,34675,805,23098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,224,12034,2,62,0,0,3,3,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,BASSETT/INDUSTRY WEST/LA PUENTE,106190049,106190049
106190052,BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,LOS ANGELES,90026,213-202-6880,Yes,01/01/2011,12/31/2011,Open,01/01/1946,01/01/1946,,NO,45,21,31,6037197110,78.2ff,Metro,11 - Los Angeles,Los Angeles,930000011,Parent Facility,-118.24744,34.08058,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,99,36135,757,24030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2190,42,60,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38325,799,25434,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,105,38325,799,25434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,GLASSELL PARK/GLENDALE SOUTHEAST/SILVERLAKE NORTH,106190052,106190052
