OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_LE17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_EQ65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_VISITS_NON_URGENT_NOT_ADM,EMS_MINOR_ADM_VIS,EMS_VISITS_URGENT_NOT_ADM,EMS_LOWMODERATE_ADM_VIS,EMS_VISITS_MODERATE_NOT_ADM,EMS_MODERATE_ADM_VIS,EMS_VISITS_SEVERE_NOT_ADM,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_VISITS_CRITICAL_NOT_ADM,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,oshpd_id2,HSP_IP_Pal_CARE_PROG_OFFERED,HSP_IP_Pal_CARE_PROG_NURSES,HSP_IP_Pal_CARE_PROG_NURSES_CERT,HSP_IP_Pal_CARE_PROG_PHYSICIAN,HSP_IP_Pal_CARE_PROG_PHYSICIAN_C,HSP_IP_Pal_CARE_PROG_SOCIAL_WORK,HSP_IP_Pal_CARE_PROG_CHAPLAINS,HSP_OUTPATIENT_PAL_CARE_SERV_OFF
106190243,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,90241,562-904-5000,Yes,01/01/2012,12/31/2012,Open,09/18/1969,09/18/1969,,NO,58,27,34,6037551300,78.2eee,East,11 - Los Angeles,Los Angeles,930000048,Parent Facility,-118.1319,33.93517,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,147,53802,9484,32091,20,7320,1415,2893,7,2562,0,0,8,2928,172,617,2367,10,3660,195,766,2917,0,0,0,0,0,0,0,0,0,0,7,2562,209,45,1354,0,0,0,0,199,72834,11475,41622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,72834,11475,41622,0,0,0,0,0,0,17,1148,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1627,0,10437,3,20805,16,8767,997,2704,6634,44340,7650,51990,22,0,1848,Yes,201,197,125,74,63,37,0,0,0,0,0,1,698,Respondent,2109,224703,3225,161773,3,3,5,11,Yes,1323,73,16,,,,0,430,CV SURG,1,0,0,44,27,44,27,40,1,0,0,0,0,417,167,248,52,665,219,659,0,75,2,12,26,207,14,5,2,0,0,0,85,0,0,20,20,0,1127,,No,150 - 199,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,51990,1627,10440,20821,9764,9338,,Urban,DOWNEY NORTHEAST,106190243,No,0,0,0,0,0,0,No
106190256,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,323-268-5514,Yes,01/01/2012,12/31/2012,Open,08/15/1949,08/15/1949,,NO,58,30,34,6037531301,78.2d,East,11 - Los Angeles,Los Angeles,930000049,Parent Facility,-118.18377,34.02383,General Acute Care,Investor - Partnership,General Medical / Surgical,71,25986,2676,12668,14,5124,837,2454,7,2562,324,912,4,1464,60,130,1050,6,2196,90,215,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,37332,3987,18657,0,0,0,0,0,0,0,0,25,9150,78,,8439,0,0,0,0,0,0,0,0,127,46482,4065,27096,0,0,0,0,0,0,13,827,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,180,0,2091,0,4928,0,3675,0,1733,0,12607,1924,14531,8,0,626,Yes,10,0,1,6,6,3,0,4,6,2,1,1,40,Respondent,1097,45390,976,39887,0,0,3,3,Yes,809,29,2,,,,0,479,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,14531,180,2091,4928,3675,1733,1924,Urban,CITY TERRACE EAST/EAST LOS ANGELES,106190256,No,0,0,0,0,0,0,No
106190280,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BOULEVARD,ENCINO,91436,818-995-5000-5002,Yes,01/01/2012,12/31/2012,Open,11/08/1954,11/08/1954,,NO,41,23,28,6037139701,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,930000051,Parent Facility,-118.48662,34.15686,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,62,22692,1505,4767,0,0,0,0,0,0,0,0,22,8052,66,186,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9150,0,0,109,39894,1571,5495,0,0,0,0,13,4758,266,4126,28,10248,6,,9737,0,0,0,0,0,0,0,0,150,54900,1843,19358,0,0,0,0,0,0,0,0,0,0,12,0,12,0,1,11,12,12,0,0,0,0,0,0,0,0,0,12,,,,,,Basic,Basic,6,0,712,0,3431,0,2833,0,478,0,7460,1775,9235,8,0,159,Yes,4,1,7,0,2,6,1,0,1,0,3,0,25,Respondent,323,19498,146,7845,0,0,7,7,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,9235,6,712,3431,2833,478,1775,Urban,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,106190280,No,0,0,0,0,0,0,No
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,250 SOUTH GRAND AVENUE,GLENDORA,91741,626-331-7331-17577,Yes,01/01/2012,12/31/2012,Open,03/26/1973,03/26/1973,,NO,59,29,26,6037401102,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000052,Parent Facility,-117.87244,34.13384,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,74,27084,3613,12106,13,4758,915,2055,0,0,0,0,9,3294,533,574,3910,9,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38430,5061,18071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,38430,5061,18071,0,0,0,0,0,0,8,882,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,313,0,1428,0,5600,3,9935,7,7685,3317,24961,3327,28288,23,0,587,Yes,10,3,2,4,0,14,2,1,3,1,0,30,70,Respondent,1454,127441,1725,100893,0,0,5,5,Yes,909,34,12,Yes,,YES,557,352,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,28288,313,1428,5603,9942,11002,,Urban,ASUZA/CHARTER OAK/COVINA,106190298,Yes,2,2,1,0,0,0,Yes
106190305,KINDRED HOSPITAL - LOS ANGELES,5525 WEST SLAUSON AVENUE,LOS ANGELES,90056,310-642-0325,Yes,01/01/2012,12/31/2012,Open,04/28/1958,04/28/1958,,NO,47,26,33,6037703002,78.2j,West,11 - Los Angeles,Los Angeles,930000053,Parent Facility,-118.37754,33.98907,General Acute Care,Investor - Corporation,General Medical / Surgical,76,27816,743,25615,0,0,0,0,0,0,0,0,5,1830,77,83,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29646,820,27332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29646,820,27332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,159,10155,0,0,2,0,0,2,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,BALDWIN HILLS/CULVER CITY SOUTH/FOX HILLS/LADERA HEIGHTS/MARINA DEL REY/VIEW PARK/WINDSOR HILLS,106190305,No,0,0,0,0,0,0,No
106190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",531 WEST COLLEGE STREET,LOS ANGELES,90012,213-624-8411,Yes,01/01/2012,12/31/2012,Open,01/01/1946,01/01/1946,,NO,45,21,34,6037207100,78.2ffff,Metro,11 - Los Angeles,Los Angeles,930000054,Parent Facility,-118.23905,34.06464,General Acute Care,Investor - Partnership,General Medical / Surgical,100,36600,4358,15013,10,3660,2266,6323,0,0,0,0,9,3294,177,451,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8418,224,2626,142,51972,7025,25460,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,142,51972,7025,25460,0,0,0,0,0,0,12,2176,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1833,142828,1370,83311,2,0,4,6,Yes,2171,106,3,,,,0,825,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,106190307,No,0,0,0,0,0,0,No
106190315,GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,626-307-2000,Yes,01/01/2012,12/31/2012,Open,01/01/1946,01/01/1946,,NO,49,24,29,6037481711,78.2nn,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000057,Parent Facility,-118.12302,34.06826,General Acute Care,Investor - Partnership,General Medical / Surgical,106,38796,7246,29720,34,12444,4539,11488,0,0,0,0,14,5124,273,1342,4200,8,2928,161,439,2296,0,0,0,0,0,0,0,0,0,0,20,7320,318,34,4884,28,10248,498,7117,210,76860,13035,59705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,76860,13035,59705,0,0,0,0,0,0,26,4193,9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,584,2,1900,2,6115,15,5939,85,2388,5833,16926,5937,22863,21,0,714,Yes,82,117,137,63,65,82,68,106,101,79,29,39,968,Respondent,2055,319766,2197,192795,0,0,7,7,Yes,4447,101,43,,,,0,1901,CV SURG,1,0,0,195,10,195,10,205,2,0,0,0,0,528,211,843,210,1371,421,1333,0,115,33,0,0,288,30,3,0,0,36,17,34,14,0,20,0,0,1923,,No,200 - 299,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,22863,586,1902,6130,6024,8221,,Urban,ROSEMEAD/SAN GABRIEL SOUTH/SOUTH EL MONTE WEST/TEMPLE CITY WEST,106190315,No,0,0,0,0,0,0,No
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1891 EFFIE STREET,LOS ANGELES,90026,323-644-2000-274,Yes,01/01/2012,12/31/2012,Open,07/02/1974,07/02/1974,,NO,45,22,31,6037197420,78.2a,Metro,11 - Los Angeles,Los Angeles,930000058,Parent Facility,-118.25646,34.08437,Acute Psychiatric,Non-Profit Corporation (incl. Church-related),Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20130,1012,12757,0,0,0,,0,0,0,0,0,0,0,0,0,55,20130,1012,12757,0,0,0,0,0,0,0,0,0,0,30,0,30,7,23,0,30,0,0,0,0,0,0,0,30,0,0,30,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Non-Profit Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,ECHO PARK/HOLLYWOOD NORTH CENTRAL/SILVERLAKE SOUTH,106190317,No,0,0,0,0,0,0,No
106190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,1509 EAST WILSON TERRACE,GLENDALE,91206,818-409-8000,Yes,01/01/2012,12/31/2012,Open,01/01/1946,01/01/1946,,NO,43,21,29,6037301000,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,930000059,Parent Facility,-118.23095,34.14948,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,291,106088,13966,60918,30,10980,2477,7179,0,0,0,0,42,15152,283,1399,6270,10,3660,153,465,2470,0,0,0,0,0,0,0,0,0,0,14,5124,209,0,3750,28,10248,629,7545,415,151252,17717,88132,0,0,0,0,60,21960,2041,18051,40,14640,0,,0,0,0,0,0,0,0,0,0,515,187852,19758,106183,0,0,0,0,0,0,22,2313,4729,0,14,23,37,0,30,7,37,27,0,3,0,0,4,1,0,1,1,37,,,,,,Basic,Basic,278,0,4748,8,11309,48,12156,1836,4381,11347,32872,13239,46111,36,287,570,Yes,47,55,34,3,9,8,7,16,23,21,28,8,259,Respondent,3360,457080,3885,257040,0,5,8,13,Yes,2522,139,24,,,,0,971,CV SURG,3,0,0,129,29,129,29,118,4,0,0,0,0,837,923,463,474,1300,1397,2254,0,83,54,33,90,1108,17,0,88,0,160,75,1604,796,20,47,0,3815,10244,Yes,No,500+,Non-Profit Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,46111,278,4756,11357,13992,15728,,Urban,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,106190323,No,0,0,0,0,0,0,No
106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,91740,626-852-5050,Yes,01/01/2012,12/31/2012,Open,06/12/1958,06/12/1958,,NO,59,29,26,6037401102,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000060,Parent Facility,-117.86501,34.12859,General Acute Care,Investor - Partnership,General Medical / Surgical,67,24522,965,5074,30,10980,166,410,0,0,0,0,5,1830,122,95,1070,5,1830,28,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,39162,1281,6660,0,0,0,0,21,7686,610,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,128,46848,1891,11940,0,0,0,0,0,0,0,161,377,0,6,0,6,0,1,5,6,6,0,0,0,0,0,0,0,0,0,6,,,,,,Basic,Basic,73,3,1819,55,681,211,263,301,130,403,2966,973,3939,7,138,25,Yes,4,5,0,4,0,4,0,2,0,0,0,4,23,Respondent,360,22979,218,15295,0,0,4,4,,161,3,0,,,,0,94,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,3939,76,1874,892,564,533,,Urban,ASUZA/CHARTER OAK/COVINA,106190328,No,0,0,0,0,0,0,No
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,626-579-7777,Yes,01/01/2012,12/31/2012,Open,07/01/1974,07/01/1974,,NO,49,30,32,6037433700,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000063,Parent Facility,-118.04257,34.04827,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,59,21594,2503,8409,19,6954,505,1266,16,5856,778,2077,5,1830,146,367,1817,5,1830,146,367,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,38064,4078,15386,0,0,0,0,0,0,0,0,13,4758,10,0,4151,0,0,0,0,0,0,0,0,117,42822,4088,19537,0,0,0,0,0,0,14,479,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,852,98,992,10,8328,69,3144,379,2374,1781,15690,2337,18027,9,0,71,Yes,46,95,75,33,26,35,12,14,13,14,12,8,383,Respondent,673,51004,498,29324,1,0,0,1,,484,19,2,,,,0,222,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,18027,950,1002,8397,3523,4155,,Urban,BASSETT/INDUSTRY WEST/LA PUENTE,106190352,No,0,0,0,0,0,0,No
106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,323-462-2771,Yes,01/01/2012,12/31/2012,Open,02/08/1963,02/08/1963,,NO,45,26,31,6037190800,78.2g,Metro,11 - Los Angeles,Los Angeles,930000066,Parent Facility,-118.32501,34.09628,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,92,33672,3072,15512,0,0,0,0,0,0,0,0,5,1830,90,248,1178,3,1098,40,73,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,36600,3202,17192,0,0,0,0,59,21594,3148,18987,0,0,0,,0,0,0,0,0,0,0,0,0,159,58194,6350,36179,0,0,0,0,0,0,0,0,0,0,0,43,43,0,41,2,43,16,0,27,0,0,0,0,0,0,0,43,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,440,29525,63,5505,0,0,3,3,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,106190380,No,0,0,0,0,0,0,No
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,213-413-3000-4981,Yes,01/01/2012,12/31/2012,Open,01/01/1946,01/01/1946,,NO,45,26,31,6037191300,78.2g,Metro,11 - Los Angeles,Los Angeles,930000067,Parent Facility,-118.29163,34.09557,General Acute Care,Investor - Corporation,General Medical / Surgical,221,80886,7914,32779,34,12444,4705,12422,11,4026,597,2042,28,10248,338,2674,4804,8,2928,121,804,1952,0,0,0,0,0,0,0,0,0,0,15,5490,303,384,5032,28,10248,443,5710,345,126270,14421,64741,0,0,0,0,0,0,0,0,89,32574,288,,27263,0,0,0,0,0,0,0,0,434,158844,14709,92004,0,0,0,0,0,0,34,3349,7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,5317,17,4756,37,3401,123,2108,285,6256,5911,21838,6373,28211,20,0,1583,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1940,219996,1738,197088,2,1,3,6,,4141,170,54,,,,0,1527,CV SURG,1,0,0,9,14,9,14,23,1,0,0,0,0,303,136,50,109,353,245,412,0,9,7,4,2,185,1,0,1,6,0,0,0,10,0,0,0,0,637,,No,300 - 499,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,28211,5334,4793,3524,2393,12167,,Urban,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,106190382,No,0,0,0,0,0,0,No
