OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERiNATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_<=17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_=65,PSY_CENS_PATIENT_TOTL_0001,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_0002,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOW_MODERATE_NO_ADM_VIS,EMS_LOW_MODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,IMPLANTABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_ANGIOPLASTY_WITH_STENT,PCI_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,DIAGNOSTIC_ELECTROPHYSIOLOGY_EP,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Standby,EMS_Comp,EMS_GAC_None,EMS_non_GAC,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,unknown_sev,MSSA_DESIGNATION,MSSA_NAME
106104062,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,559-448-4500,Yes,01Jan2010,31Dec2010,Open,23Feb1995,23Feb1995,,NO,29,14,19,6019004406,35f,,09 - Central,Fresno,40000384,Parent Facility,-119.7832,36.84246,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,119,43435,6236,22830,26,9490,1090,2508,0,0,0,0,12,4380,163,629,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4380,222,21,822,0,0,0,0,169,61685,7711,28463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,61685,7711,28463,0,0,0,0,0,0,0,875,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,5781,43,4083,15,6350,483,4425,2514,646,1463,21285,4518,25803,22,0,290,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2003,300254,6446,495068,0,0,8,8,Yes,1029,42,4,,,,0,311,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,150 - 199,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,25803,5824,4098,6833,6939,2109,,Urban,FRESNO NORTH CENTRAL,,Urban,FRESNO NORTH CENTRAL
106104089,FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY,4411 E. KINGS CANYON ROAD,FRESNO,93702,559-453-5199,Yes,01Jan2010,31Dec2010,Open,07Oct1996,07Oct1996,,NO,31,16,20,6019002702,35d,,09 - Central,Fresno,MH0216046,Parent Facility,-119.75216,36.73601,Psychiatric Health Facility,City and/or County,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,514,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,514,2473,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13,0,13,0,0,3,0,0,0,0,0,0,10,13,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,City and/or County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,FRESNO EAST CENTRAL,,Urban,FRESNO EAST CENTRAL
106105029,FRESNO HEART AND SURGICAL HOSPITAL,15 E. Audubon Drive,FRESNO,93720,559-433-8000,Yes,01Jan2010,31Dec2010,Open,09Oct2003,09Oct2003,,NO,29,14,19,6019004407,35a,,09 - Central,Fresno,40000551,Parent Facility,-119.78931,36.8611,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,17520,3456,8626,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3285,59,515,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,20805,3515,10109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,20805,3515,10109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2474,302073,2156,79300,0,0,5,5,Yes,0,0,0,,,,0,0,CV SURG,5,0,0,222,95,222,95,196,3,0,0,0,0,218,535,1258,224,1476,759,0,0,275,0,0,0,456,26,0,0,0,0,0,0,0,0,0,0,2,759,,,,No,50 - 99,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,FRESNO NORTHWEST,,Urban,FRESNO NORTHWEST
106105051,COALINGA STATE HOSPITAL,24511 WEST JAYNE AVENUE,COALINGA,93210,559-935-4300,Yes,01Jan2010,31Dec2010,Open,25Aug2005,25Aug2005,,NO,30,16,20,6019007900,27,,09 - Central,Fresno,550000061,Parent Facility,-120.237238,36.13724021,Acute Psychiatric,State,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9125,6,6438,0,0,0,0,0,1475,538375,89,323601,0,0,0,0,1500,547500,95,330039,0,0,0,0,0,0,0,0,0,0,18,0,18,0,10,8,18,1,0,0,0,0,0,0,0,0,17,18,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Yes,500+,State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Rural,COALINGA,,Rural,COALINGA
106110889,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,530-934-1800-1881,Yes,01Jan2010,31Dec2010,Open,01Jul1953,01Jul1953,Level IV,NO,2,4,2,6021010400,37,,01 - Northern California,Glenn,230000018,Parent Facility,-122.20791,39.52055,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,47,17155,364,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17155,364,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17155,364,1116,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,326,0,1334,0,2501,0,925,0,183,0,5269,314,5583,5,326,137,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,168,10233,0,1,0,1,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,Non-Profit Corporation (i,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,5583,,326,1334,2501,925,183,314,Frontier,ARTOIS/ELK CREEK/GLENN/GRINDSTONE INDIAN RANCHERIA/WILLOWS,,Frontier,ARTOIS/ELK CREEK/GLENN/GRINDSTONE INDIAN RANCHERIA/WILLOWS
106120981,"GENERAL HOSPITAL, THE",2200 HARRISON AVENUE,EUREKA,95501,707-445-8121-7591,Yes,01Jan2010,31Dec2010,Open,01Jul1953,01Jul1953,,NO,1,2,1,6023000600,39,,01 - Northern California,Humboldt,110000075,Consolidated Facility,-124.13979,40.78743,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,28,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5475,168,2498,43,15695,168,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15695,168,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,3500,145491,0,7,0,7,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,Non-Profit Corporation (i,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Rural,ARCATA/EUREKA,,Rural,ARCATA/EUREKA
106121002,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,707-826-8204,Yes,01Jan2010,31Dec2010,Open,26Oct1972,26Oct1972,,NO,1,2,1,6023001100,39,,01 - Northern California,Humboldt,110000031,Parent Facility,-124.09038,40.90351,General Acute Care,Investor - Corporation,General Medical / Surgical,62,22630,1521,6428,10,3650,558,1092,0,0,0,0,6,2190,130,257,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28470,2209,8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,28470,2209,8830,0,0,0,0,0,0,0,489,478,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1195,0,3260,0,6695,0,2672,1156,175,301,13997,1405,15402,6,0,443,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,498,50943,1370,110744,0,0,3,3,Yes,489,15,0,,,,0,125,CATH LAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,50 - 99,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,15402,1195,3260,6695,3828,476,-52,Rural,ARCATA/EUREKA,,Rural,ARCATA/EUREKA
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,707-923-3921-235,Yes,01Jan2010,31Dec2010,Open,20Aug1963,20Aug1963,,NO,1,2,1,6023011300,44,,01 - Northern California,Humboldt,110000052,Parent Facility,-123.79286,40.10195,General Acute Care,District,Other,9,3285,41,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3285,41,118,0,0,0,0,0,0,0,0,8,2920,5,26,3315,0,0,0,0,0,0,0,0,17,6205,46,3433,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,852,0,1111,0,457,0,99,0,26,0,2545,39,2584,2,275,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,District,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,2584,852,1111,457,99,26,39,Frontier,GARBERVILLE/REDWAY,,Frontier,GARBERVILLE/REDWAY
106121051,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,707-725-3361,Yes,01Jan2010,31Dec2010,Open,19Mar1957,19Mar1957,,NO,1,2,1,6023010900,42,,01 - Northern California,Humboldt,110000173,Parent Facility,-124.13549,40.58267,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,23,8395,972,3725,8,2920,413,847,0,0,0,0,4,1460,160,191,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12775,1545,5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12775,1545,5715,0,0,0,0,0,0,8,385,678,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,59,0,3504,1,4821,26,1686,78,990,220,11060,325,11385,8,0,460,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,580,58741,2798,105280,0,0,3,3,Yes,387,18,2,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,11385,59,3505,4847,1764,1210,,Rural,FERNDALE/FORTUNA/RIO DELL/SCOTIA,,Rural,FERNDALE/FORTUNA/RIO DELL/SCOTIA
106121080,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,95501,707-445-8121-7500,Yes,01Jan2010,31Dec2010,Open,26Jul1954,26Jul1954,,NO,1,2,1,6023000600,39,,01 - Northern California,Humboldt,110000075,Parent Facility,-124.14216,40.7832,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,119,43435,6045,25191,14,5110,691,1641,0,0,0,0,4,1460,97,596,1905,4,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1825,105,26,757,0,0,0,0,146,53290,6938,29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,53290,6938,29494,0,0,0,0,0,0,14,583,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1227,1,5964,33,8284,171,2895,439,936,2936,19306,3607,22913,9,0,1252,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,3208,355773,5267,293970,0,0,10,10,Yes,645,41,7,,,,0,167,CV SURG,1,0,0,127,16,127,16,0,2,0,0,0,0,293,233,371,221,664,454,648,0,89,40,21,10,260,20,0,0,0,16,6,0,0,2,6,0,0,1118,,,,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,22913,1228,5997,8455,3334,3872,27,Rural,ARCATA/EUREKA,,Rural,ARCATA/EUREKA
106124004,SEMPERVIRENS P.H.F.,720 WOOD STREET,EUREKA,95501,707-268-2990,Yes,01Jan2010,31Dec2010,Open,29Jan1988,29Jan1988,,NO,1,2,1,6023000600,39,,01 - Northern California,Humboldt,MH1016003,Parent Facility,-124.16126,40.78109,Psychiatric Health Facility,City and/or County,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,604,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5840,604,3930,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,0,12,5,0,0,0,0,2,0,5,0,0,12,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,City and/or County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Rural,ARCATA/EUREKA,,Rural,ARCATA/EUREKA
106130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,760-339-7157,Yes,01Jan2010,31Dec2010,Open,21Jan1967,21Jan1967,Level IV,NO,80,40,51,6025011300,48,,14 - San Diego/Imperial,Imperial,90000004,Parent Facility,-115.49824,32.78138,General Acute Care,City and/or County,General Medical / Surgical,110,40150,5486,18764,19,6935,1168,2306,12,4380,420,1335,20,7300,225,776,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1460,63,65,391,0,0,0,0,165,60225,7362,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,60225,7362,25500,0,0,0,0,0,0,18,1221,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,6054,1,4915,54,14214,187,13581,2095,5344,2337,44108,4674,48782,20,13625,1784,Yes,76,71,89,85,63,68,65,61,44,11,4,23,660,Respondent,1099,140000,2748,230000,0,0,5,5,Yes,1339,57,4,,,,0,630,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,No,150 - 199,City and/or County,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,48782,,6055,4969,14401,15676,7681,,Rural,EL CENTRO/HEBER/HOLTVILLE/IMPERIAL/SEELEY,,Rural,EL CENTRO/HEBER/HOLTVILLE/IMPERIAL/SEELEY
106130760,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,760-351-3333,Yes,01Jan2010,31Dec2010,Open,06Nov1950,06Nov1950,Level IV,NO,80,40,51,6025010600,50,,14 - San Diego/Imperial,Imperial,90000087,Parent Facility,-115.55183,32.96003,General Acute Care,District,General Medical / Surgical,66,24090,4175,14598,14,5110,1857,3270,12,4380,517,1544,8,2920,168,568,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2555,99,8,298,0,0,0,0,107,39055,6816,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,39055,6816,22364,0,0,0,0,0,0,16,1763,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,131,0,3671,0,17260,18,16841,185,855,3411,38758,3614,42372,16,22551,180,Yes,91,98,89,29,40,36,0,0,0,0,0,0,383,Respondent,2294,147300,3325,133200,0,1,5,6,Yes,1767,27,2,,,,0,610,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,No,100 - 149,District,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,42372,,131,3671,17278,17026,4266,,Rural,BRAWLEY/WESTMORLAND,,Rural,BRAWLEY/WESTMORLAND
106141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,760-873-5811,Yes,01Jan2010,31Dec2010,Open,14May1948,14May1948,,NO,34,18,25,6027000400,53,,12 - Inland Counties,Inyo,240000179,Parent Facility,-118.40756,37.36207,General Acute Care,District,General Medical / Surgical,11,4015,600,1874,6,2190,184,342,4,1460,57,120,4,1460,63,118,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9125,904,2667,0,0,0,0,0,0,0,0,0,0,7,0,74,0,0,0,0,0,0,0,0,25,9125,911,2741,0,0,0,0,0,0,6,185,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2054,1,3278,39,1055,154,519,135,267,57,7173,386,7559,3,0,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,294,32089,1082,46594,0,0,2,2,,185,8,3,,,,0,48,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No,1 - 49,District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,7559,2055,3317,1209,654,324,,Rural,BISHOP/BISHOP PAIUTE TRIBE/MUSTANG MESA/ROUND VALLEY/WEST BISHOP/WILKERSON,,Rural,BISHOP/BISHOP PAIUTE TRIBE/MUSTANG MESA/ROUND VALLEY/WEST BISHOP/WILKERSON
