OSHPD_ID,OSHPD_ID2,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT___17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT__65,PSY_CENS_PATIENT_TOTL1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE__5LBS_8OZ,BIRTHS_LIVE__3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Standby,EMS_Comp,EMS_GAC_None,EMS_non_GAC,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_Designation,MSSA_Name,F4
106150737,106150737,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVENUE,LAKE ISABELLA,93240,760-379-2681,Yes,01/01/2009,12/31/2009,Open,06/17/1968,06/17/1968,,NO,32,18,22,6029005202,63,,09 - Central,Kern,120000183,Parent Facility,-118.40509,35.63486,General Acute Care,District,Long-Term Care (SN/IC),24,8760,837,3314,0,0,0,0,0,0,0,0,3,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9855,837,3314,0,0,0,0,0,0,0,0,74,27010,100,0,24277,0,0,0,0,0,0,0,0,101,36865,937,27591,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,YES,YES,,Standby,Standby,275,1,1148,2,2792,56,1545,291,975,397,6735,747,7482,8,0,152,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,18,1236,62,4258,0,0,2,2,Yes,2,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,District,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,7482,276,1150,2848,1836,1372,,Frontier,ALTA SIERRA/BODFISH/GLENNVILLE/KERNVILLE/LAKE ISABELLA/WELDON/WOFFORD HEIGHTS,63
106150761,106150761,MERCY HOSPITAL - BAKERSFIELD,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,661-632-5000,Yes,01/01/2009,12/31/2009,Open,01/01/1947,01/01/1947,,NO,32,18,22,6029001700,66d,,09 - Central,Kern,120000184,Parent Facility,-119.02715,35.37323,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,124,45260,6223,39362,0,0,0,0,0,0,0,0,20,7300,308,1042,5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,52560,6531,44743,0,0,0,0,0,0,0,0,0,16650,0,0,0,0,0,0,0,0,0,0,0,144,69210,6531,44743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,398,0,3030,6,9048,162,5403,3090,1265,2570,19144,5828,24972,14,0,354,Yes,10,19,21,3,14,11,6,8,3,3,4,10,112,Respondent,2162,256849,2016,161564,0,0,9,9,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,24972,398,3036,9210,8493,3835,,Urban,BAKERSFIELD NORTHWEST/ROSEDALE,66d
106150775,106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,901 OLIVE DRIVE,BAKERSFIELD,93308,661-215-7565,Yes,01/01/2009,12/31/2009,Open,05/10/1960,05/10/1960,,NO,32,18,22,6029000200,66a,,09 - Central,Kern,120000146,Parent Facility,-119.03913,35.41216,General Acute Care,Investor - Partnership,Other,39,14235,1445,7862,0,0,0,0,0,0,0,0,4,1460,46,83,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15695,1491,8170,12,4380,276,1242,99,36135,1968,13072,0,0,0,,0,0,0,0,0,0,0,0,0,154,56210,3735,22484,0,0,0,0,0,0,0,0,0,0,25,0,25,4,18,3,25,10,1,8,0,0,5,0,1,0,0,25,Yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,126,4024,44,1788,0,0,2,2,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,BAKERSFIELD NORTHEAST/OILDALE,66a
106150782,106150782,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,760-446-3551,Yes,01/01/2009,12/31/2009,Open,09/30/1946,09/30/1946,,NO,32,18,22,6029005401,64,,09 - Central,Kern,120000186,Parent Facility,-117.66996,35.6404,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,35,12775,1960,8051,8,2920,615,1727,4,1460,233,695,8,2920,134,233,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20075,2942,11669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20075,2942,11669,0,0,0,0,0,0,5,574,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1093,0,2201,0,10055,0,5415,0,158,0,18922,1628,20550,8,42,1067,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,931,90147,1385,80046,2,2,0,4,Yes,582,31,5,,,,0,147,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,20550,1093,2201,10055,5415,158,1628,Rural,INYOKERN/RIDGECREST,64
106150788,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,93301,661-395-3000-6888,Yes,01/01/2009,12/31/2009,Open,05/01/1973,05/01/1973,,NO,32,18,22,6029001600,66a,,09 - Central,Kern,120000187,Parent Facility,-119.018775,35.383064,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,197,72053,14278,55728,23,8439,2691,4479,0,0,0,0,31,11315,360,1597,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2781,126,0,1468,0,0,0,0,260,94588,17455,68810,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,260,94588,17455,68810,0,0,0,0,0,0,27,2358,3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,685,3,4614,2,13226,45,9505,600,11009,8697,39039,9347,48386,22,0,1996,Yes,15,20,10,5,1,2,0,0,11,27,8,8,107,Respondent,4377,522040,4002,270921,0,0,8,8,,2568,115,32,,,,0,590,CV SURG,8,0,0,116,4,116,4,120,3,0,0,0,0,895,617,735,0,1630,617,223,309,24,2,0,0,59,617,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,48386,688,4616,13271,10105,19706,,Urban,BAKERSFIELD NORTHEAST/OILDALE,66a
106150808,106150808,TEHACHAPI HOSPITAL,115 WEST E STREET,TEHACHAPI,93561,661-823-3000-223,Yes,01/01/2009,12/31/2009,Open,03/28/1946,03/28/1946,,NO,32,18,22,6029006100,62,,09 - Central,Kern,120000188,Parent Facility,-118.4482,35.13004,General Acute Care,District,General Medical / Surgical,28,10220,210,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10220,210,538,0,0,0,0,0,0,0,0,0,0,21,,6728,0,0,0,0,0,0,0,0,28,10220,231,7266,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,85,0,2572,0,4565,2,1596,39,698,66,9516,107,9623,4,7387,361,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,2,2,,1,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,District,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,9623,85,2572,4567,1635,764,,Rural,BEAR VALLEY SPRINGS/KEENE/STALLION SPRINGS/TEHACHAPI,62
106154022,106154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,5001 COMMERCE DRIVE,BAKERSFIELD,93309,661-323-5500,Yes,01/01/2009,12/31/2009,Open,05/01/1990,05/01/1990,,NO,32,18,22,6029001802,66d,,09 - Central,Kern,120000248,Parent Facility,-119.05725,35.36819,General Acute Care,Investor - Corporation,Physical Rehabilitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,21900,1484,17501,60,21900,1484,17501,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,60,21900,1484,17501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,BAKERSFIELD NORTHWEST/ROSEDALE,66d
106154101,106154101,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,93308,661-316-6050,Yes,01/01/2009,12/31/2009,Open,09/10/1999,09/10/1999,,NO,32,18,22,6029000507,66d,,09 - Central,Kern,120000526,Parent Facility,-119.04314,35.38619,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,37,13505,3827,12515,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3650,90,808,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17155,3917,15217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17155,3917,15217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,534,5,1080,8,2245,212,3478,1491,1764,1259,9101,2975,12076,9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,529,94212,164,14192,0,0,3,3,,0,0,0,,,,0,0,CV SURG,3,0,0,210,114,210,114,167,4,0,0,0,0,538,619,326,58,864,677,20,606,41,9,0,0,1,677,,No,1 - 49,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,12076,539,1088,2457,4969,3023,,Urban,BAKERSFIELD NORTHWEST/ROSEDALE,66d
106154108,106154108,MERCY SOUTHWEST HOSPITAL,400 OLD RIVER RD,BAKERSFIELD,93311,661-632-5000,Yes,01/01/2009,12/31/2009,Open,07/15/1992,07/15/1992,,NO,32,18,22,6029002806,66d,,09 - Central,Kern,120000184,Consolidated Facility,-119.11528,35.35496,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,43,15695,4384,11936,18,6570,1463,3375,0,0,0,0,8,2920,210,391,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3285,309,148,3028,0,0,0,0,78,28470,6366,20317,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,78,28470,6366,20317,0,0,0,0,0,0,10,29,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,429,1,5950,2,15478,125,8052,1264,1284,1355,31193,2747,33940,14,0,364,Yes,6,17,17,19,13,5,14,0,0,0,5,7,103,Respondent,1459,149735,2098,136761,0,0,6,6,Yes,2518,160,25,Yes,,YES,1816,702,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,50 - 99,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,33940,430,5952,15603,9316,2639,,Urban,BAKERSFIELD NORTHWEST/ROSEDALE,66d
106154147,106154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY,"6700 Eucalyptus Drive, Ste B",Bakersfield,93306,661-363-8127-28,Yes,01/01/2009,12/31/2009,Open,04/15/2008,,,NO,32,16,22,6029001101,66b,,09 - Central,Kern,MH0201404,Parent Facility,-118.930798,35.36519,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5110,546,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5110,546,2184,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,5,0,0,0,0,0,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,,Urban,BAKERSFIELD EAST/LAKEVIEW/LA LOMA,66b
106160702,106160702,CORCORAN DISTRICT HOSPITAL,1310 HANNA AVENUE,CORCORAN,93212,559-992-5051-323,Yes,01/01/2009,12/31/2009,Open,01/14/1949,01/14/1949,,NO,30,16,20,6031001400,68,,09 - Central,Kings,40000087,Parent Facility,-119.56372,36.09981,General Acute Care,District,General Medical / Surgical,32,11680,349,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,349,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,349,1280,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,35,0,4519,0,679,0,1746,438,97,4,7076,442,7518,6,0,49,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,15,1949,791,48906,0,0,1,1,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,District,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,7518,35,4519,679,2184,101,,Rural,CORCORAN/KETTLEMAN CITY/STRATFORD,68
106160725,106160725,HANFORD COMMUNITY MEDICAL CENTER,450 GREENFIELD AVENUE,HANFORD,93230,559-585-9000,Yes,01/01/2009,12/31/2009,Open,03/16/1965,03/16/1965,,NO,30,16,20,6031001001,69,,09 - Central,Kings,40000102,Parent Facility,-119.65779,36.33059,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,54,19710,4710,19356,0,0,0,0,0,0,0,0,10,3650,252,0,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23360,4962,22634,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,64,23360,4962,22634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,406,16,3754,4,11507,51,8454,405,4504,3323,28625,3799,32424,16,0,412,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,2139,259227,5394,359489,0,2,7,9,Yes,0,0,0,,,,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,214,17,696,37,910,54,54,0,0,0,0,0,0,54,,No,50 - 99,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,32424,422,3758,11558,8859,7827,,Rural,ARMONA/HANFORD/LEMOORE,69
106160787,106160787,CENTRAL VALLEY GENERAL HOSPITAL,1025 NORTH DOUTY STREET,HANFORD,93230,559-583-2100,Yes,01/01/2009,12/31/2009,Open,01/01/1946,01/01/1946,,NO,30,16,20,6031000900,69,,09 - Central,Kings,40000140,Parent Facility,-119.64592,36.33516,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,29,10585,1983,6589,20,7300,2289,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,4272,11053,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,49,17885,4272,11053,0,0,0,0,0,0,0,2062,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,305,1,2892,1,9020,54,4955,260,1352,918,18524,1234,19758,8,0,672,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,1616,107891,936,51215,0,1,2,3,Yes,2097,77,14,,,,0,865,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,19758,306,2893,9074,5215,2270,,Rural,ARMONA/HANFORD/LEMOORE,69
106171049,106171049,ST. HELENA HOSPITAL - CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,95422,707-994-6486,Yes,01/01/2009,12/31/2009,Open,04/18/1968,04/18/1968,,NO,1,2,1,6033000700,71.1,,01 - Northern California,Lake,110000174,Parent Facility,-122.6201,38.93556,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,24,8760,1316,4659,4,1460,204,444,0,0,0,0,4,1460,222,269,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,1742,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11680,1742,6420,0,0,0,0,0,0,4,195,365,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,428,1,1574,0,5555,7,4255,107,3330,1203,15142,1318,16460,7,0,841,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,312,13040,1376,37511,0,0,2,2,Yes,195,4,0,,,,0,40,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,16460,429,1574,5562,4362,4533,,Rural,CLEARLAKE/CLEARLAKE OAKS,71.1
106171395,106171395,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,95453,707-262-5000,Yes,01/01/2009,12/31/2009,Open,04/28/1978,04/28/1978,Level IV,NO,1,2,1,6033000300,70.1,,01 - Northern California,Lake,110000094,Parent Facility,-122.91003,39.10232,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,40,14600,1791,5431,6,2190,336,724,0,0,0,0,3,1095,108,272,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17885,2235,7144,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,49,17885,2235,7144,0,0,0,0,0,0,6,341,574,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,3420,0,8096,35,4140,224,1366,195,367,72,17389,526,17915,12,3410,655,,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,654,77782,2286,136311,0,0,4,4,,339,15,0,,,,0,117,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Non-Profit Corporation (i,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,17915,,3420,8131,4364,1561,439,,Rural,KELSEYVILLE/LAKEPORT,70.1
