fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,web_site,owner,rpt_prep,org_name,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,nat_births,c_sections,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,accts_rec,allow_uncoll,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_fte,nurs_fte,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_no,year
106304113,children's hospital at mission,7/1/2005,6/30/2006,365,audited,incl. ind. audit,orange,13,1017,non-profit,childrens,comparable,,(949)347-8400,27700 medical center rd-1st fl,mission viejo,92691,kimberly cripe,president and ceo,,children's hospital at mission,hao michelle nguyen,children's hospital of orange county,0,05-3306,,hsp33306f,48,48,48,0,0,1851,750,0,206,6502,10,209,9528,0,0,195,240,0,52,1584,4,92,2167,48,0,0,0,0,0,9528,0,0,0,0,0,2167,0,0,0,0,0,54.4,54.4,4.4,4.4,0,0,0,6,0,751,3995,0,747,16170,37,1106,22812,16436,0,0,6974,0,9,41334,34392,456,643,0,0,100938295,61638151,0,39300144,85982,36323115,3063011,642919,678378,0,0,3027552,35737872,15157059,50043364,0,0,13128210,4808376,0,1411159,48304082,106055,2218407,69976289,13171,0,961387,4071583,0,1159097,23469291,40820,1246657,30962006,7347,0,7598609,7772057,0,0,1439691,40202791,3067367,0,1055870,0,494419,0,0,0,0,5824,0,6263304,987642,0,1125074,30783635,103939,30726,0,0,0,853,0,0,8699849,3048210,9153279,0,0,0,0,5056025,1826403,6302903,2236446,5167704,1896636,457700,2019189,61900,23955196,529751,1228092,388363,0,618584,15361081,0,5501277,985721,237605,6832167,28917851,7941484,190516,0,20785851,28917851,5196457,15974790,-6509089,0,2871574,10145546,4644269,0,0,0,0,0,640966,1482716,69,38,156550,18058,174608,165,0,24299,10049,76283,0,3701,11047,0,0,30056,1115,135240,0,3603,0,4897,0,10771,2039,150405,0,4103,0,5422,0,12081,2597,2006
106204019,children's hospital central california,10/1/2005,9/30/2006,365,audited,incl. ind. audit,madera,09,0601,non-profit,childrens,comparable,,(559)353-3000,9300 valley children's place,madera,93638,william f. haug,president and ceo,www.childrenscentralcal.org,children's hospital central california,gerrie lenn boonstra,children's hospital central california,0,05-3300,hsc00130f,,255,255,255,226,0,47009,5986,5,2746,20125,7,70,76174,29,0,6155,1886,5,413,3281,7,22,11798,237,0,0,18,0,0,74781,0,0,1393,0,0,11747,0,0,51,0,0,81.8,81.8,6.5,6.5,0,0,0,478,0,85927,35788,21,4842,57011,151,3888,188106,47245,121974,3807,31387,0,8,895815,607849,3619,5884,0,0,656380327,374751678,0,281628649,9658162,269822012,21464799,16203673,7771626,0,0,29896846,224691182,56659145,375030000,1586067,0,307120434,30215969,5879,20265645,125459603,22146,619294,485295037,264685,0,67881714,40328753,42144,6123489,53459138,145762,2839605,171085290,1305720,0,235002454,47335458,-14444216,48023,12638172,87413381,5129917,0,167908,0,154861,0,0,0,0,545032,0,151381863,23209264,0,13750962,91339885,0,1401643,0,10600,0,9479748,0,0,67045058,29963639,75790464,0,0,450006,1048841,40744044,7925209,29727491,17127260,117821636,44903921,16197488,5257665,38111865,14484021,9930796,3536981,2436343,8317693,8823603,63285385,201184311,160325960,14843333,2075976,7009155,448724120,34898904,0,179443954,234381262,448724120,1347774,119341317,-76388638,159666546,67873125,252084515,91758555,0,0,178318045,183258954,3815000,0,0,2139,720,4050729,465566,4516295,214,16,262184,1127860,1107489,29677,359445,821091,172163,104058,31357,35405,1247714,546149,860079,13455,686607,279310,384365,33050,1382309,605921,970341,14721,762200,310136,434323,36344,2006
106190170,children's hospital of los angeles,7/1/2005,6/30/2006,365,audited,incl. ind. audit,los angeles,11,0925,non-profit,childrens,comparable,teaching,(323)660-2450,4650 sunset blvd.,los angeles,90027-6062,richard cordova,ceo,www.chla.com,childrens hospital los angeles,rus blackford,childrens hospital los angeles,1,05-3302,hsc30123f,,286,286,286,263,0,56164,6452,0,977,22859,18,476,87209,15,0,6432,1780,0,99,3019,4,99,11448,286,0,0,0,0,0,87209,0,0,0,0,0,11448,0,0,0,0,0,83.5,83.5,7.6,7.6,0,0,0,446,0,158375,39915,0,1848,43270,406,15206,259466,61024,214690,0,0,0,15,888723,468026,6558,7202,0,0,837808228,521975031,0,315833197,108458009,497792782,-73501576,93123894,9960056,0,0,9662262,269208664,37890249,530709315,2240185,0,392421427,36301737,0,7571200,183488784,506773,13567420,636097526,1339746,0,97770991,37372392,0,2362214,53937953,23138,8904268,201710702,2774396,0,306060599,49756302,-14403303,0,7521828,137041177,14180977,0,529911,0,18513144,0,0,0,0,760997,0,192436703,23001257,0,1766981,84978290,0,12888969,0,0,16205186,12065462,0,0,71446274,39691761,95690749,0,0,52937645,39255451,91547880,15553093,53556488,38113441,229991763,37603481,0,8914166,55525954,79011582,40946871,5484723,2824822,12454549,25034871,518451095,21963517,321551886,87871557,785552,0,950623607,154694646,0,333935088,461993873,950623607,29590687,158788253,-77705820,378557045,223354240,615258730,293706844,0,0,338100088,338100088,4165000,0,0,3423,845,5804858,1382947,7187805,495,216,474222,1857039,1318073,101702,337820,999181,179366,469617,67838,0,1439482,1205548,1034415,923895,458968,222704,388273,131573,1873511,1420493,1310065,934463,577752,292567,613701,165253,2006
106300032,children's hospital of orange county,7/1/2005,6/30/2006,365,audited,incl. ind. audit,orange,13,1015,non-profit,childrens,comparable,,(714)997-3000,455 so main,orange,92668,kimberly cripe,president and ceo,www.choc.org,children's hospital of orange county,hao michelle nguyen,children's hospital of orange county,0,05-3304,hsc31404f,zzt31404f,202,202,202,151,0,25090,5699,0,403,23836,67,421,55667,20,0,3364,2148,0,84,4612,11,166,10405,202,0,0,0,0,0,55667,0,0,0,0,0,10405,0,0,0,0,0,75.5,75.5,5.4,5.4,0,0,0,575,0,37118,43791,0,2222,63908,1186,26429,175229,43703,129729,0,0,0,23,369360,200991,3324,4164,0,0,773032677,525857082,45973566,293149161,32071930,313890504,11330587,3130192,340199,0,0,14120580,241244313,68771844,463016520,1607187,0,266473373,40171171,0,5854582,246415558,818761,3155829,564496461,555402,0,54037642,34875923,0,3260328,94422046,959030,20425845,208536216,1404867,0,249842257,57630351,-7341364,0,3916520,195931748,10542693,0,3417771,0,10512239,0,42410116,0,3563450,655864,0,74242629,59799381,0,4995161,138596031,1652973,13207122,0,0,642079,1663824,0,0,55649049,23588953,122168190,0,0,4206924,3859555,39461517,12696619,36346157,15913540,82737665,28718196,5641431,24115154,34368371,100806116,9440835,14429042,2744504,511562,10377628,111229476,2756178,48557472,18823719,4700385,113332,186180562,67747471,3949951,27292375,87190765,186180562,32629539,113421828,-53562269,406748,84889388,103648231,55090759,0,382542,0,27643972,351597,5147577,15694754,1532,359,3040264,370829,3411093,534,58,323569,855259,529539,21931,195058,556240,159122,174579,167811,57156,1009767,332319,304695,126133,517002,297596,450776,1976,1092709,369903,348635,146640,608122,338892,504056,2136,2006
106434051,childrens recovery ctr of no calif,1/1/2006,12/31/2006,365,audited,excl. ind. audit,santa clara,07,0431,investor,general,comparable,,(408)558-3640,3777 south bascom avenue,campbell,95008,mike zarcone,ceo,www.pedisubacute.com,mike zarcone,m. zarcone,children's recovery center,0,,hsc33307f,,29,29,23,0,0,6902,383,0,0,289,0,0,7574,0,0,7,4,0,0,5,0,0,16,0,0,0,0,29,0,0,0,0,0,7574,0,0,0,0,0,16,0,71.59999999999999,71.59999999999999,473.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10730623,5001027,0,5729596,0,5459347,270249,0,0,0,0,270249,8344800,0,2385823,0,0,9768609,524309,0,0,437705,0,0,10730623,0,0,0,0,0,0,0,0,0,0,0,0,4339492,404473,0,0,0,257062,0,0,0,0,0,0,0,0,0,0,0,5429117,119836,0,0,180643,0,0,0,0,0,0,0,0,2626872,0,1304803,0,0,0,0,522966,89985,433893,480828,2863643,811513,72300,70477,661774,336658,46070,415917,38755,30225,112015,934933,0,233457,0,91342,0,1259732,2200650,0,902049,-1842967,1259732,513355,843728,-541620,0,635720,671635,438178,0,0,0,902049,0,0,0,55,33,106810,8806,115616,12,0,4873,19453,21030,19541,28886,3966,7781,0,470,810,72551,0,14488,0,12746,329,6696,0,78147,0,15987,0,13836,361,7285,0,2006
106382715,chinese hospital,1/1/2006,12/31/2006,365,audited,incl. ind. audit,san francisco,04,0423,non-profit,general,comparable,,(415)982-2400,845 jackson street,san francisco,94133-4851,brenda yee,ceo,,chinese hospital association,daniel foushee,toyon associates  inc.,0,05-0407,hsc00407f,zzr00407f,54,52,52,5603,3800,1287,68,0,734,173,14,80,11759,1095,690,246,45,0,156,37,5,21,2295,54,0,0,0,0,0,11759,0,0,0,0,0,2295,0,0,0,0,0,59.7,62,5.1,5.1,0,0,0,20689,15109,5868,3402,0,16599,2442,99,3999,68207,6269,11469,0,49959,10716,2,63876,102418,561,1919,0,0,128731918,97120399,39739733,71351252,830386,64649136,7532502,1413235,0,0,0,8945737,25992825,5780434,96958659,26383905,17417523,6214855,576121,0,3732451,1002323,25301,511587,55864066,22911934,15976676,5838455,2682415,0,20929913,3198709,134030,1195720,72867852,31695649,33068058,7749893,3188795,0,0,15857111,4200869,145133,0,566542,0,648349,32686678,3490915,0,3562140,17600190,33012819,4303417,3560656,0,8805253,3562303,110973,395641,0,0,0,0,0,0,7283067,3582006,18317302,20257176,0,0,0,7086949,1329241,5031742,1761653,17355336,7122527,2030816,1478296,8487567,23791712,2078089,345045,413182,41530,1505036,21804406,8487535,10863742,1794841,5143236,74682,48168442,12502085,0,1058566,34607791,48168442,15231233,9928924,-7052710,17225105,18010281,35488715,24624973,0,0,1455564,1455564,396998,0,0,251,89,459311,65968,525279,97,0,37080,112205,113773,23284,47967,72880,45616,4012,362,2132,109922,35111,120996,0,117333,23215,52734,0,129000,39429,136128,0,134709,26659,59354,0,2006
106361144,chino valley medical center,1/1/2006,12/31/2006,365,audited,excl. ind. audit,san bernardino,12,1207,investor,general,comparable,,(909)464-8600,5451 walnut ave,chino,91710-2609,laxman reddy,ceo,www.cvmc.com,veritas health services inc.,jeffrey n. brown,hospital management services,0,05-0586,hsc30586i,,126,126,45,4969,1857,3501,1011,69,3025,759,0,271,15462,1646,804,1146,504,23,1654,274,0,107,6158,112,0,0,0,14,0,15462,0,0,0,0,0,6158,0,0,0,0,0,33.6,33.6,2.5,2.5,10,296,116,2261,520,4746,7410,8,8279,979,0,5716,29919,33620,0,0,0,0,4,86210,57583,1508,3023,90,39,213578311,133437727,0,80140584,219577,68576206,11783955,350021,263627,0,0,11870349,40331921,45593284,127653106,45987212,17858612,30277906,9103367,838629,31670069,7234822,0,2947740,145918357,10897070,1976929,10546567,12052173,26984,18409097,1567242,0,12183892,67659954,38055855,11940486,32197164,17555113,-2184277,645887,9521742,4927813,5025571,0,6132569,0,9619804,0,0,0,0,17928595,7882644,10284815,4081707,132785,33898690,3836820,0,2094528,0,0,0,68089,0,0,11155876,4269600,12500995,0,0,0,917784,8745047,2751990,22589931,5644983,20701958,6367477,0,3008993,4833109,22827347,0,5321340,2764058,32039,2719885,28742234,0,0,0,0,0,28742234,6355434,0,3000000,19386800,28742234,4383181,83539970,-63707070,0,0,0,0,3000000,0,0,3000000,0,0,1797600,463,149,897706,100065,997771,252,11,47890,135768,210137,23235,77048,218090,90109,60759,31740,2930,255526,93492,183324,32633,164941,75171,92619,0,285954,101942,208229,35005,181287,83808,101546,0,2006
106200692,chowchilla district memorial hospital,7/1/2005,6/30/2006,365,audited,excl. ind. audit,madera,09,0601,district,general,comparable,small/rural,(559)665-3781,1104 ventura st.,chowchilla,93610,cathy flores,administrator,,chowchilla district,rodney a. phillips,rodney a. phillips cpa,0,05-0377,hsc30377h,zzt30377h,24,24,24,1599,0,5928,0,0,584,0,0,0,8111,44,0,18,0,0,2,0,0,0,64,0,0,0,0,24,0,0,0,0,0,8111,0,0,0,0,0,64,0,92.59999999999999,92.59999999999999,126.7,0,0,0,0,3998,0,6352,0,0,4821,0,0,0,15171,0,15171,0,0,0,0,0,0,0,0,0,0,4720546,1746603,0,2973943,165670,3441144,-301531,437250,5015,0,0,130704,2028000,1688539,1004007,813070,0,1485501,0,0,211238,0,0,0,2509809,742582,0,894976,0,0,573179,0,0,0,2210737,591256,0,778015,0,0,0,225570,0,76503,0,0,0,75259,0,0,0,0,964396,0,1602462,0,0,407085,0,0,0,0,0,3850,9349,375000,0,793669,909235,417974,0,0,0,0,627404,206194,269520,217148,1624906,334481,281960,0,302209,498798,22276,16043,61073,126244,173154,1540406,0,831302,0,220422,0,2592130,466940,99057,4506198,-2480065,2592130,748927,725798,-282404,0,933880,2629023,1797721,0,181200,2815000,4506198,0,0,0,50,22,93183,10466,103649,7,0,11972,2702,2024,11522,32835,16962,9386,5780,0,0,38539,23246,2960,0,13496,8915,6027,0,42958,25860,3187,0,14903,10248,6493,0,2006
106190636,citrus valley medical center-qv campus,1/1/2006,12/31/2006,365,audited,incl. ind. audit,los angeles,11,0915,non-profit,general,comparable,,(626)858-8541,1115 south sunset avenue,west covina,91790,james t. yoshioka,president and ceo,,citrus valley health partners,caroline formano,citrus valley medical center,0,05-0369,hsc30369f,,547,547,547,45593,12369,38220,8806,0,1037,25037,3609,1400,136071,6362,3245,6716,2849,0,282,6120,634,706,26914,457,30,0,12,48,0,116507,7118,0,3764,8682,0,23752,1475,0,234,1453,0,68.2,68.2,5.1,5,25,12560,5073,38764,9817,27595,17385,0,4518,50330,4307,12520,165236,97421,0,0,85940,1169,15,744115,687700,4244,5271,3080,2569,1069322199,815227649,4984280,259078830,2218243,258656194,2640879,3470590,0,0,0,6111469,302692809,48895983,717733407,272036002,93521342,219725478,53789212,0,9116783,163585741,20349650,9795119,841919327,56275811,22569858,27277461,17674230,0,7074327,82396860,1269831,12864494,227402872,252447276,86020942,186441622,61499178,-7789857,0,10599956,176613961,7971041,0,27980738,0,13442792,0,4984280,0,0,75864537,30070258,62294088,14644373,0,5591154,69368640,0,1245780,0,0,0,2252631,0,0,71178954,13920169,86181875,1085852,485623,0,0,40232011,10713123,22128136,12730451,100085256,31425860,4508643,15672245,38862114,44755178,8920040,1572354,3290761,3880433,5683310,59605733,46019155,75243303,564567,8911066,0,190343824,33004809,879970,84348007,72111038,190343824,420759,79377088,-36239160,109724571,142335835,256433289,181189986,0,822746,80617289,87118219,2770212,1529457,0,1715,671,3702681,148793,3851474,463,0,320577,647472,986785,151456,257376,456408,270395,328749,238936,44527,1479864,232090,923999,0,754737,139998,171993,0,1544730,238344,969027,0,776236,143542,179595,0,2006
106190661,city of angels medical center,1/1/2006,12/31/2006,365,audited,excl. ind. audit,los angeles,11,0925,investor,general,comparable,,(213)989-6151,1711 w temple st,los angeles,90026,john cowles,cfo,,intercare health systems inc,jeffrey n. brown,hospital management services,0,05-0725,hsc30725f,,180,180,107,13643,79,24316,243,176,554,81,82,79,39253,2225,21,4040,63,36,147,18,18,19,6587,110,70,0,0,0,0,15014,24239,0,0,0,0,3034,3553,0,0,0,0,59.7,59.7,6,6,0,0,0,46914,357,5449,707,19,9776,1058,20,526,64826,0,0,0,35,0,2,71868,189781,1597,8627,0,0,192042816,133494831,0,58547985,1028513,60959254,-1382756,1402870,0,50000,0,-29886,72289463,2199026,117554327,53153380,403394,83476792,1012539,521850,7851994,663114,314799,1896604,149294466,20101754,302219,2593471,768454,33845,17305973,808779,4809,829046,42748350,44877221,616534,72462650,1652522,-6600000,503959,15039143,1361405,878383,0,0,0,2703014,0,0,0,0,27750824,89079,20207613,128471,51736,9903463,97888,113297,205614,0,0,0,0,0,0,11604698,3490336,15014991,0,0,0,0,9869060,2015789,8434898,10529482,22035894,7526522,0,9775774,6819493,585191,716652,6762397,1178454,2498311,3060566,44029143,0,4812921,0,0,0,48842064,28769044,0,9866391,10206629,48842064,708636,60410262,-31307702,0,6772967,10771782,5958861,0,0,0,10055272,188881,0,10055272,536,205,1046517,88318,1134835,236,0,87033,316778,204206,51839,171139,96380,98185,0,14165,6792,339279,91230,195389,0,241630,68423,110566,0,365455,98903,211571,0,262608,74835,121463,0,2006
106100697,coalinga regional medical center,7/1/2005,6/30/2006,365,audited,incl. ind. audit,fresno,09,0609,district,general,comparable,small/rural,(559)936-6400,1191 phelps avenue,coalinga,93210-9609,sharon spurgeon,ceo/administrator,www.coalingamedicalcenter.com,coalinga hospital district,virginia lapid/sandra earls,nathan consulting group,0,05-0397,,zzr00397f,138,105,105,2383,113,13279,144,0,111,2486,0,1082,19598,254,23,127,34,0,35,397,0,59,929,24,0,0,0,114,0,3799,0,0,0,15799,0,859,0,0,0,70,0,38.9,51.1,21.1,4.4,0,0,0,3008,171,2926,2388,0,2002,5684,0,1756,17935,7851,0,0,10347,0,2,0,0,0,0,0,0,22562827,9455760,0,13107067,51339,12600338,558068,1595141,57502,0,0,2095707,9505024,2641873,10415930,2445177,162838,6175535,199139,0,201356,4248494,0,589586,14022125,1257488,88799,1099677,1035083,0,843323,3265099,0,951233,8540702,1693607,93140,2916119,813870,-54109,0,478744,2850525,597680,0,0,0,66184,0,0,0,0,2009058,158497,4413202,420352,0,565935,4663068,0,876955,0,0,2438,58142,1397967,0,3257506,1299885,3031313,0,0,0,0,2102941,709931,743722,1455040,4076343,1337902,401912,1873657,1385315,1004620,668501,332571,168048,729213,622256,4280445,1826789,9744987,43486,1619115,0,17514822,2726803,0,12321400,2466619,17514822,1108673,4870503,-2159000,14326703,5959520,20611666,10866679,0,1082663,12065000,13147663,826263,0,0,151,38,246630,99623,346253,8,0,11876,27489,9297,19633,50872,54364,40786,0,28348,3965,94082,20472,38778,0,47904,30078,15316,0,147084,34893,55305,0,59377,32941,16653,0,2006
106105051,coalinga state hospital,7/1/2005,6/30/2006,365,audited,incl. ind. audit,fresno,09,0609,state,psychiatric,state,,(559)935-4300,24511 west jayne avenue,coalinga,93210,w.t. voss,executive director,,state of california,gale nagato,dds-fiscal systems section,0,,,,1259,1191,1191,0,0,0,0,0,0,0,0,50754,50754,0,0,0,0,0,0,0,0,10,10,0,165,0,0,519,575,0,1466,0,0,23360,25928,0,0,0,0,10,0,11,11.7,5075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183287038,8233626,0,175053412,0,183287038,-8233626,8233626,0,0,0,0,171265605,0,12021433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,8233296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
106190766,coast plaza doctors hospital,1/1/2006,12/31/2006,365,audited,excl. ind. audit,los angeles,11,0921,investor,general,comparable,,(562)868-3751,13100 south studebaker road,norwalk,90650-2531,craig garner,ceo,,coast plaza doctors hospital,jeff clark,clark  koortbojian & associates  inc.,0,05-0219,hsc30219h,,123,123,123,6890,1229,2733,1491,0,2317,0,0,930,15590,1303,419,614,560,0,730,0,0,242,3868,111,0,0,0,12,0,14511,0,0,0,1079,0,3774,0,0,0,94,0,34.7,34.7,4,3.8,0,0,0,6772,169,1586,2445,0,3395,0,0,2772,17139,15804,0,0,0,0,4,226954,215132,1554,1621,0,0,162332279,114721085,0,47611194,95944,51488408,-3781270,1542604,1055594,0,0,-3294260,27044929,10447627,124839723,40180038,8545556,16693490,7530886,0,23814255,0,0,6441762,103205987,11394740,1239147,5506534,4557655,0,24627381,0,0,11800835,59126292,36439039,7164602,18994670,10410146,0,0,24724946,0,2089788,0,0,0,14897894,0,0,0,0,15135739,2620101,3205354,1678395,0,22263442,0,0,2708163,0,0,0,649451,0,0,9542824,3604703,14185881,0,0,0,71263,4890477,4948972,10998415,3245873,17500989,3729287,1607679,2984050,7784784,8286929,1662842,762099,854510,1315104,5000135,37911429,0,12275025,0,0,0,50186454,5160793,0,12185170,32840491,50186454,18441811,241622727,-229882001,8033886,19531547,29285508,17010483,11548031,1217408,0,12765439,580269,0,0,407,139,798940,59100,858040,258,1,52391,145495,193529,32617,62674,215730,77122,8701,6844,3837,226302,52774,182801,6924,149003,61328,86512,33296,242177,57920,193142,7556,157671,66776,95329,37469,2006
106301258,coastal communities hospital,1/1/2006,12/31/2006,365,audited,incl. ind. audit,orange,13,1015,investor,general,comparable,,(714)754-5454,2701 south bristol street,santa ana,92704-6201,craig myers,ceo,,integrated healthcare holdings  inc,tad r. erickson,tre reimbursement consulting  inc.,0,05-0747,hsc30535i,hsp30535i,178,178,178,11041,379,8207,14707,692,40,1564,548,502,37680,1142,103,2181,527,123,9,354,247,211,4897,109,23,0,0,46,0,15751,6629,0,0,15300,0,4331,519,0,0,47,0,58,58,7.7,4.6,21,5642,2290,4429,556,8242,7406,767,556,5616,393,6828,34793,19930,0,0,14604,2046,5,157100,108035,1850,1624,1418,866,290917493,227640380,6453387,69730500,154305,64982951,4901854,0,0,0,0,4901854,40563658,10308349,240045486,59926197,3807417,56806313,78362374,4611247,272233,12509856,4775106,4690991,225761734,10126262,1057081,14904823,12656674,1610666,1018264,12283829,745092,10753068,65155759,53917271,3850065,62273622,76674138,-5244778,4736681,263417,17497602,2431000,0,5020197,0,6221165,0,6453387,0,0,16135188,1014433,14682292,20798297,1485232,1027080,7296083,500001,6791894,0,0,0,0,0,0,15845486,2965244,14608471,3214947,2609887,0,0,8314796,2946454,10675625,3802041,26999601,10132064,1055660,813573,6468448,14403698,139624,818825,2421313,29969,1700176,13065366,0,940652,0,0,0,14006018,19144218,0,0,-5138200,14006018,5398,19543609,-11020581,0,1192529,1192529,251877,0,0,0,0,0,0,9873025,456,222,855691,109756,965447,293,0,61980,150020,268552,88181,104668,130928,32307,1494,14911,2650,396838,43473,205045,0,105342,46747,58246,0,442922,49309,236781,0,118293,53097,65045,0,2006
106190184,college hospital,1/1/2006,12/31/2006,365,audited,excl. ind. audit,los angeles,11,0921,investor,psychiatric,comparable,,(562)924-9581,10802 college place,cerritos,90701-1505,stephen witt,ceo,www.collegehospitals.com,cerritos townhouse investment co.,barry f. helfand,college hospital  inc.,0,05-4055,,hsm34055g,157,157,157,11283,0,6568,0,34,0,29640,383,180,48088,882,0,845,0,7,0,4208,168,53,6163,0,157,0,0,0,0,0,48088,0,0,0,0,0,6163,0,0,0,0,83.90000000000001,83.90000000000001,7.8,7.8,0,0,0,34065,0,0,0,0,0,6929,45,76,41115,0,0,0,0,0,0,0,0,0,0,0,0,101010903,60638052,0,40372851,127550,36185791,4314610,0,4645,800,0,4309165,76051005,14710875,10249023,20199131,0,10975540,0,57376,0,53791953,783591,358847,86166438,11990888,0,0,0,0,0,2823177,4900,25500,14844465,17422753,0,7263723,0,-54952,39526,0,32492395,1926940,0,1547667,0,0,0,0,0,0,13936133,0,3468565,0,17850,0,22646367,4934,299002,0,0,0,0,0,0,12405661,5544711,1324615,0,0,33787,0,3948599,1665557,8772317,2490544,16780074,4390978,977720,3251891,651179,5876554,605667,2224244,445987,62048,919449,5165424,0,3603603,135713,4739471,0,13644211,6691016,0,808266,6144929,13644211,0,6161737,-2390359,0,2464718,6911934,3308331,0,0,0,1084689,276423,4739471,0,389,194,748565,69500,818065,39,0,28499,211400,107161,66532,228970,51453,0,46504,6974,1072,440892,154917,0,0,20187,58712,73857,0,484026,167198,0,0,21132,64146,81563,0,2006
