OSHPD_ID,FAC_NAME,BEG_DATE,END_DATE,LIC_STATUS,LIC_ORIG_DATE,LIC_ORIG_DATE,COUNTY,HEALTH_SVC_AREA,LIC_CAT,LICEE_TOC,PARENT_NAME,TYPE_SVC_PRINCIPAL,TEACH_HOSP,HOSP_BED_LIC_TOTL,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,CHEM_PSY_BED_LIC,PSY_PROG_SHDOYL,MED_SURG_BED_LIC,MED_SURG_DIS,MED_SURG_CENS_DAY,MED_SURG_LICBED_DAY,PERINATL_BED_LIC,PERINATL_DIS,PERINATL_CENS_DAY,PERINATL_LICBED_DAY,PED_BED_LIC,PED_DIS,PED_CENS_DAY,PED_LICBED_DAY,ICU_BED_LIC,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,ICU_LICBED_DAY,CCU_BED_LIC,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,CCU_LICBED_DAY,RESP_BED_LIC,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,RESP_LICBED_DAY,BURN_BED_LIC,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,BURN_LICBED_DAY,NICU_BED_LIC,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,NICU_LICBED_DAY,REHAB_BED_LIC,REHAB_DIS,REHAB_CENS_DAY,REHAB_LICBED_DAY,GAC_BED_LIC_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_DIS,CHEM_CENS_DAY,CHEM_LICBED_DAY,PSY_BED_LIC,PSY_DIS,PSY_CENS_DAY,PSY_LICBED_DAY,SN_BED_LIC,SN_DIS,SN_CENS_DAY,SN_LICBED_DAY,IC_BED_LIC,IC_DIS,IC_CENS_DAY,IC_LICBED_DAY,HOSP_BED_LIC_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,HOSP_LICBED_DAY_TOTL,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_GAC_BED_LIC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,PTBV_BALLOON,THROMBO_AGT,CATH_OTHR,CATH_TOTL,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_<5LBS_8OZ,BIRTHS_LIVE_<3LBS_5OZ,ABC_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,births_all other,NEWBORN_NURSRY_CENS_DAY,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,AMB_SURG_PROG,OP_RM_TOTL,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_IP_ONLY,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_non-GAC,EMS_GAC None,EMS_Standby,EMS_Basic,EMS_Comp,EMSA_Trauma Ctr,EMS_MINOR_CPT_99281_TOTL_VIS,EMS_MINOR_CPT_99281_ADM_VIS,EMS_LOW/MODERATE_CPT_99282_TOTL_VIS,EMS_LOW/MODERATE_CPT_99282_ADM_VIS,EMS_MODERATE_CPT_99283_TOTL_VIS,EMS_MODERATE_CPT_99283_ADM_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_TOTL_VIS,EMS_SEVERE_W/O_THREAT_CPT_99284_ADM_VIS,EMS_SEVERE_W_THREAT_CPT_99285_TOTL_VIS,EMS_SEVERE_W_THREAT_CPT_99285_ADM_VIS,EMS_VIS_TOTL,EMS_ADM_VIS_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_CLOSURE_AMB_DIVERS,EMS_CLOSED_JAN_HOURS,EMS_CLOSED_FEB_HOURS,EMS_CLOSED_MAR_HOURS,EMS_CLOSED_APR_HOURS,EMS_CLOSED_MAY_HOURS,EMS_CLOSED_JUN_HOURS,EMS_CLOSED_JUL_HOURS,EMS_CLOSED_AUG_HOURS,EMS_CLOSED_SEP_HOURS,EMS_CLOSED_OCT_HOURS,EMS_CLOSED_NOV_HOURS,EMS_CLOSED_DEC_HOURS,EMS_CLOSED_TOTL_HOURS,EMSA_TRAUMA_CTR_DESIG,Level I-Trauma,Level II-Trauma,Level III-Trauma,Level IV-Trauma,EMSA_TRAUMA_PEDS_CTR_DESIG,Level I - ped,Level II - ped,Level III - ped,Level IV - ped,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,Level I ems visits,Level II ems visits,Level III ems visits,Level IV ems visits,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,Jan hours open per month,Feb hours open per month,March hours open per month,April hours open per month,May hours open per month,June hours open per month,July hours open per month,Aug hours open per month,Sept hours open per month,Oct hours open per month,Nov hours open per month,Dec hours open per month,MED_SVC_STUDY_AREA,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MSSA English Name,MSSA Designt. Type,Non-Responder,FAC_OPER_CURRYR,State Hospital,Non Trauma Center,Non Trauma Ctr # of Visits,Bed Size Range,ATHERECTOMY_PTCRA_ABLATION
106430763,EL CAMINO HOSPITAL,1/1/07,12/31/07,Open,8/18/61,8/18/61, Santa Clara, 07 - Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Not a corporation,General Medical / Surgical,NO,399,2500 GRANT ROAD,MOUNTAIN VIEW,94040,650-940-7247,No,,,,0,0,0,No,210,10477,42190,76650,44,4512,11252,16060,12,151,283,4380,16,168,1284,4644,5840,12,8,37,144,4380,0,0,0,0,0,0,0,0,0,0,20,190,304,4326,5892,0,0,0,0,314,15506,62839,113202,0,0,0,0,25,753,6410,9125,60,4,6274,21900,0,0,0,0,399,16263,75523,144227,0,0,0,CV SURG,2,0,0,120,65,120,65,104,2,0,0,0,0,577,495,391,90,968,585,146,409,30,0,0,0,585,4451,165,3,No,,,0,1451,3000,10521,4170,626862,1672,147286,Yes,10,0,10,0,Basic,Basic,0,0,0,1,0,0,734,14,8696,76,17134,1784,4664,210,8978,5091,40206,7175,26,1829,545,1,35,38,26,29,21,24,21,15,13,23,29,46,320,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744, 183a,22,13,14,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,No,Yes,No,1,40206,300 - 499,0
106130699,EL CENTRO REGIONAL MEDICAL CENTER,1/1/07,12/31/07,Open,1/21/67,1/21/67, Imperial, 14 - San Diego/Imperial,General Acute Care,City and/or County,,General Medical / Surgical,NO,165,1415 ROSS AVENUE,EL CENTRO,92243,760-339-7157,No,,,,0,0,0,No,110,3526,17072,40150,19,1719,3437,6935,12,472,1457,4380,20,206,698,2743,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,124,9,534,1460,0,0,0,0,165,6047,25243,60225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,6047,25243,60225,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,49,23,No,,,0,759,782,2480,1171,163040,3043,230290,Yes,5,0,5,0,Basic,Basic,0,0,0,1,0,1,3000,0,4117,5,12199,33,12366,75,3613,3067,35295,3180,20,0,1853,1,98,71,103,40,77,57,22,24,37,57,46,57,689,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,35295,,YES,744,672,744,720,744,720,744,744,720,744,720,744,48,80,40,51,El Centro/Heber/Holtville/Imperial/Seeley,Rural,No,Yes,No,0,0,150 - 199,0
106094002,EL DORADO COUNTY P H F,1/1/07,12/31/07,Open,1/29/88,1/29/88, El Dorado, 02 - Golden Empire,Psychiatric Health Facility,City and/or County,,Psychiatric,NO,15,935-B SPRING STREET,PLACERVILLE,95667,916-621-6210,No,,,,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,409,2928,5475,0,0,0,0,0,0,0,0,15,409,2928,5475,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,23.3,4,1,4,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,No,Yes,No,1,0,1 - 49,0
106500867,"EMANUEL MEDICAL CENTER, INC",1/1/07,12/31/07,Open,11/5/66,11/5/66, Stanislaus, 06 - North San Joaquin,General Acute Care,Non-Profit Corporation (incl. Church-related),Covenant Ministries of Benevolence,General Medical / Surgical,NO,366,825 DELBON AVENUE,TURLOCK,95380,209-667-4200,No,,,,0,0,0,No,163,9370,36704,53295,28,3030,4928,10220,0,0,0,0,24,237,515,3002,7632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,298,0,1490,2190,0,0,0,0,221,12935,46124,73337,0,0,0,0,0,0,0,0,145,587,48564,52925,0,0,0,0,366,13522,94688,126262,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,95,11,No,,,0,668,2201,4458,5712,324047,3819,148638,Yes,6,0,6,0,Basic,Basic,0,0,0,1,0,0,11975,20,9979,14,15597,373,15454,2728,2254,1727,55259,4862,32,29965,1819,1,31,8,34,12,0,2,0,2,0,0,6,2,97,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,212.1,26,12,19,Denair/Turlock,Urban,No,Yes,No,1,55259,300 - 499,0
106190280,ENCINO-TARZANA REGIONAL MED CTR-ENCINO,1/1/07,12/31/07,Open,11/8/54,11/8/54, Los Angeles, 11 - Los Angeles,General Acute Care,Investor - Corporation,Tenet Healthcare,General Medical / Surgical,NO,151,16237 VENTURA BOULEVARD,ENCINO,91436,818-995-5000,No,,,,0,0,0,No,54,3074,17843,19710,0,0,0,0,0,0,0,0,20,87,0,605,7300,10,73,0,509,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,251,3481,9125,109,3485,22438,39785,0,0,0,0,14,227,3683,5110,28,19,7579,10220,0,0,0,0,151,3731,33700,55115,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,946,138649,1606,157200,No,7,0,7,0,Basic,Basic,0,0,0,1,0,0,1022,7,4406,65,3478,329,1778,1065,843,771,11527,2237,8,0,104,1,32,56,46,31,26,13,23,26,35,54,49,51,442,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744, 78.2yy,41,23,28,Encino/Tarzana/Warner Center/Woodland Hills,Urban,No,Yes,No,1,11527,150 - 199,0
106190517,ENCINO-TARZANA REGIONAL MED CTR-TARZANA,1/1/07,12/31/07,Open,10/2/73,10/2/73, Los Angeles, 11 - Los Angeles,General Acute Care,Investor - Corporation,Tenet Healthcare,General Medical / Surgical,NO,245,18321 CLARK STREET,TARZANA,91356,818-801-0800,No,,,,0,0,0,No,150,9791,49568,54750,29,2180,6752,10585,18,955,2390,6570,17,237,0,1594,6205,10,518,0,2401,3650,0,0,0,0,0,0,0,0,0,0,21,136,0,2977,7665,0,0,0,0,245,13817,65682,89425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,13817,65682,89425,0,0,0,CV SURG,2,0,0,117,3,117,3,91,2,0,0,0,0,545,865,221,0,766,865,243,341,45,0,0,236,865,2136,207,32,No,,,0,878,1258,8368,2881,245571,4655,371923,No,9,0,9,0,Basic,Basic,0,0,0,1,0,0,1905,42,9984,121,8182,2707,3808,1971,1841,1199,25720,6040,15,0,0,1,67,112,127,89,48,53,46,83,84,103,60,86,958,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744, 78.2yy,41,23,27,Encino/Tarzana/Warner Center/Woodland Hills,Urban,No,Yes,No,1,25720,200 - 299,0
106040828,ENLOE MEDICAL CENTER - COHASSET CAMPUS,1/1/07,12/31/07,Open,6/19/64,6/19/64, Butte, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,Psychiatric,NO,123,560 COHASSET ROAD,CHICO,95926,530-332-7300-7400,No,,,,0,0,0,No,62,0,0,22630,0,0,0,0,0,0,0,0,9,0,0,0,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,25915,0,0,0,0,30,869,6246,10950,22,0,0,8030,0,0,0,0,123,869,6246,44895,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3,4,2,Chapmantown/Chico,Urban,No,Yes,No,1,0,100 - 149,0
106040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,1/1/07,12/31/07,Open,3/29/46,3/29/46, Butte, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,General Medical / Surgical,NO,208,1531 ESPLANADE,CHICO,95926,530-332-7300-7400,No,,,,0,0,0,No,149,10658,43361,54385,18,1612,2917,6570,4,299,796,1460,18,179,1310,4632,6570,15,73,547,1847,5475,0,0,0,0,0,0,0,0,0,0,4,41,53,513,1460,0,0,0,0,208,12862,54066,75920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,12862,54066,75920,0,0,0,CV SURG,2,0,0,121,141,121,141,190,2,0,0,0,0,357,509,535,312,892,821,277,395,44,0,0,104,821,1574,80,9,No,,,0,416,1158,2884,4152,608416,4562,333919,Yes,12,4,8,0,Basic,Basic,0,0,0,1,0,1,33,2,618,8,9792,84,8576,328,18458,6716,37477,7138,24,649,1266,1,0,1,1,0,1,2,0,0,5,0,0,0,10,1,,1,,,0,0,0,0,0,0,0,0,0,0,37477,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,7.1,3,4,2,Chapmantown/Chico,Urban,No,Yes,No,0,0,200 - 299,1
106044011,ENLOE REHABILITATION CENTER,1/1/07,12/31/07,Open,5/14/91,5/14/91, Butte, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Enloe Medical Center,Physical Rehabilitation,NO,60,340 WEST EAST AVENUE,CHICO,95926,530-332-7300-7400,No,,,,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,578,8244,21900,60,578,8244,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,578,8244,21900,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,7.1,3,4,2,Chapmantown/Chico,Urban,No,Yes,No,1,0,50 - 99,0
106474007,FAIRCHILD MEDICAL CENTER,1/1/07,12/31/07,Open,7/11/97,7/11/97, Siskiyou, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),"Siskiyou Hospital, Inc.",General Medical / Surgical,NO,28,444 BRUCE STREET,YREKA,96097,530-842-4121,No,,,,0,0,0,No,24,1645,4816,8760,0,0,0,0,0,0,0,0,4,191,128,636,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1836,5452,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1836,5452,10220,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,16,0,Yes,YES,,143,94,0,469,677,79687,2025,115167,No,4,0,4,0,Basic,Basic,0,0,0,1,0,1,594,0,7038,0,4185,667,404,404,41,41,12262,1112,5,7632,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,12262,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,195,2,4,2,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,No,Yes,No,0,0,1 - 49,0
106301781,FAIRVIEW DEVELOPMENTAL CENTER,1/1/07,12/31/07,Open,3/31/59,3/31/59, Orange, 13 - Orange,General Acute Care,State,,Developmentally Disabled,NO,1218,2501 HARBOR BOULEVARD,COSTA MESA,92626,714-957-5000,No,,,,0,0,0,No,30,1,2,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,10950,0,0,0,0,0,0,0,0,396,24,4550,144540,0,0,0,0,1218,55,10377,444570,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,792,289080,30,5825,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0, 116p,68,35,46,#N/A,#N/A,No,Yes,Yes,1,0,500+,0
106370705,FALLBROOK HOSPITAL DISTRICT,1/1/07,12/31/07,Open,,, Tuolumne, 14 - San Diego/Imperial,General Acute Care,,,,NO,79,,,,,,,,,,,,,17,,,6205,0,,,0,0,,,,4,,,,1460,0,,,,0,,,,,,,,,,,0,,,,0,0,,,0,21,,,7665,,,,,16,,,5840,42,,,15330,,,,,79,,,28835,,,,NEITHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic,0,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,160,66,36,49,,,Yes,Unknown,No,1,0,50 - 99,
106040875,FEATHER RIVER HOSPITAL,1/1/07,12/31/07,Open,3/5/51,3/5/51, Butte, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),Adventist Health,General Medical / Surgical,NO,101,5974 PENTZ ROAD,PARADISE,95969,530-877-9361,Yes,YES,YES,,0,0,0,No,74,3460,15287,27010,15,847,1928,5475,0,0,0,0,12,333,557,2847,4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4640,20062,36865,0,0,0,0,0,0,0,0,0,22,207,6384,0,0,0,0,101,4662,20269,43249,0,0,0,CATH LAB,0,0,0,0,0,0,0,0,1,0,0,0,0,237,28,175,35,412,63,63,0,0,0,0,0,63,832,31,2,Yes,,YES,613,219,0,1846,1396,175799,1864,126355,No,4,0,4,0,Basic,Basic,0,0,0,1,0,0,259,0,1627,2,6331,9,4379,122,5728,2665,18324,2798,7,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744,8,3,4,2,Magalia/Paradise/Stirling City,Rural,No,Yes,No,1,18324,100 - 149,0
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,1/1/07,12/31/07,Open,3/26/73,3/26/73, Los Angeles, 11 - Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Citrus Valley Health Partners,General Medical / Surgical,NO,105,250 SOUTH GRAND AVENUE,GLENDORA,91741,626-963-8411,No,,,,0,0,0,No,74,3836,13785,27010,13,768,1789,4745,0,0,0,0,9,200,410,2125,3285,9,184,378,1961,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4988,19660,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4988,19660,38325,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,27,3,Yes,,YES,404,330,0,1578,1361,111226,1889,103337,Yes,5,0,5,0,Basic,Basic,0,0,0,1,0,0,2333,2,6976,22,4354,124,5832,3198,6,6,19501,3352,11,0,570,1,189,164,181,169,135,80,89,117,83,117,104,63,1491,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744, 78.2qq,59,29,26,Asuza/Charter Oak/Covina,Urban,No,Yes,No,1,19501,100 - 149,0
106301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,1/1/07,12/31/07,Open,11/1/71,11/1/71, Orange, 13 - Orange,General Acute Care,Investor - Corporation,Tenet HealthCare Corporation,General Medical / Surgical,NO,293,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,714-966-7200-8106,No,,,,0,0,0,No,203,10549,47877,74095,18,3862,10719,6570,13,1399,4150,4745,36,551,1111,9847,13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,489,0,6782,8395,0,0,0,0,293,16850,79375,106945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,16850,79375,106945,0,0,0,CV SURG,3,0,0,116,0,116,0,116,3,0,0,0,0,626,312,621,310,1247,622,104,352,53,0,9,0,518,3766,488,39,No,,,0,1158,2608,8216,4116,568063,7082,472241,Yes,13,4,9,0,Basic,Basic,0,0,0,1,0,0,1363,33,8325,103,7499,664,9091,3133,7059,4481,33337,8414,20,5634,977,1,0,0,0,0,0,0,2,0,0,3,0,7,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,744,672,744,720,744,720,744,744,720,744,720,744, 116j,68,35,46,Fountain Valley/Huntington Beach Central,Urban,No,Yes,No,1,33337,200 - 299,0
106304039,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,1/1/07,12/31/07,Open,3/29/90,3/29/90, Orange, 13 - Orange,General Acute Care,0,,,NO,107,11250 WARNER AVENUE,FOUNTAIN VALLEY,92708,714-966-7200-8106,,,,,0,0,0,,107,0,0,39055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,39055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,39055,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0, 116j,68,35,46,Fountain Valley/Huntington Beach Central,Urban,No,No,No,1,0,100 - 149,0
106230949,FRANK R HOWARD MEMORIAL HOSPITAL,1/1/07,12/31/07,Open,1/1/47,1/1/47, Mendocino, 01 - Northern California,General Acute Care,Non-Profit Corporation (incl. Church-related),,General Medical / Surgical,NO,38,1 MADRONE STREET,WILLITS,95490,707-456-3002-3002,No,,,,0,0,0,No,34,1191,4448,12410,0,0,0,0,0,0,0,0,4,49,47,328,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1240,4776,13870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1240,4776,13870,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,742,80528,636,47245,No,2,0,2,0,Standby,Standby,0,0,1,0,0,0,644,5,2721,3,4094,21,1591,104,927,437,9977,570,5,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,YES,,,,,,,,,,,,,91,1,2,1,Brooktrails/Pine Mountain/Willits,Rural,No,Yes,No,1,9977,1 - 49,0
106014034,FREMONT HOSPITAL,1/1/07,12/31/07,Open,2/16/90,2/16/90, Alameda, 05 - East Bay,Acute Psychiatric,Investor - Corporation,"Psychiatric Solutions, Inc.",Psychiatric,NO,96,39001 SUNDALE DRIVE,FREMONT,94538,510-574-4817,No,,,,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3480,29009,33920,0,0,0,0,0,0,0,0,96,3480,29009,33920,0,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0, 2j,20,10,13,Centerville/Fremont West/Irvington/Newark East Central,Urban,No,Yes,No,1,0,50 - 99,0
