OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_LE17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_GE65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_MINOR_NO_ADM_VIS,EMS_MINOR_ADM_VIS,EMS_LOWMODERATE_NO_ADM_VIS,EMS_LOWMODERATE_ADM_VIS,EMS_MODERATE_NO_ADM_VIS,EMS_MODERATE_ADM_VIS,EMS_SEVERE_WO_THREAT_NO_ADM_VIS,EMS_SEVERE_WO_THREAT_ADM_VIS,EMS_SEVERE_W_THREAT_NO_ADM_VIS,EMS_SEVERE_W_THREAT_ADM_VIS,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,LONGITUDE,LATITUDE,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,ABC_LDR,ABC_LDRP,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,PACEMKR_PERM_IMPL,PTCA_ANGIOPLASTY_WITH_STENT,PTCA_ANGIOPLASTY_WITHOUT_STENT,ATHERECTOMY_PTCRA_ABLATION,THROMBO_AGT,PTBV_BALLOON,CATH_OTHR,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Standby,EMS_Comp,EMS_GAC_None,EMS_non_GAC,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_WO_TOT,SEV_WT_TOT,unknown_sev,MSSA_DESIGNATION,MSSA_NAME,F4
106190159,TRI-CITY REGIONAL MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,562-860-0401-174,Yes,01/01/2008,12/31/2008,Open,01/28/1972,01/28/1972,,NO,56,27,39,6037555102, 78.2n, East, 11 - Los Angeles, Los Angeles,930000030,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,119,43554,3297,14150,0,0,0,0,0,0,0,0,13,4758,185,321,2224,5,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,50142,3482,16374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,50142,3482,16374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2735,20,2626,394,2367,1234,441,325,216,158,8385,2131,10516,8,0,75,Yes,14,19,2,0,15,0,12,1,2,0,0,0,65,-118.08169,33.83352,Respondent,1374,102928,2416,83118,0,0,6,6,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,10516,2755,3020,3601,766,374,,Urban,CERRITOS/HAWAIIAN GARDENS,
106190163,AURORA CHARTER OAK,1161 EAST COVINA BOULEVARD,COVINA,91724,626-966-1632,Yes,01/01/2008,12/31/2008,Open,01/01/1946,01/01/1946,,NO,57,24,32,6037403801, 78.2qq, San Gabriel Valley, 11 - Los Angeles, Los Angeles,930000031,Parent Facility,Acute Psychiatric,Investor - Limited Liability Company,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,34770,4652,32255,0,0,0,,0,0,0,0,0,0,0,0,0,95,34770,4652,32255,0,0,0,0,0,0,0,0,0,0,60,0,60,7,51,2,60,18,0,8,0,13,1,20,0,0,0,60,Yes,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.86618,34.09951,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,ASUZA/CHARTER OAK/COVINA,
106190170,CHILDRENS HOSPITAL OF LOS ANGELES,4650 SUNSET BOULEVARD,LOS ANGELES,90027,323-660-2450,Yes,01/01/2008,12/31/2008,Open,01/01/1946,01/01/1946,Level I - Pediatric,NO,45,26,31,6037191300, 78.2g, Metro, 11 - Los Angeles, Los Angeles,930000032,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,26,9516,0,0,0,0,0,0,146,53436,9933,59049,46,16836,469,1696,14945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14640,223,123,11608,28,10248,126,4122,286,104676,10751,89724,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,286,104676,10751,89724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,16225,8,16550,61,13870,407,7365,2345,1241,2012,55251,4833,60084,35,28326,2306,Yes,37,71,16,14,0,9,18,23,19,11,57,18,293,-118.29069,34.09805,Respondent,6259,896437,8676,621525,0,0,19,19,Yes,0,0,0,,,,0,0,CV SURG,2,558,347,1,3,559,350,0,2,201,47,267,219,0,0,0,0,468,266,17,0,0,0,0,20,267,304,Yes,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,60084,,,,,16233,16611,14277,9710,3253,,Urban,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,1500 EAST DUARTE ROAD,DUARTE,91010,626-256-4673-60213,Yes,01/01/2008,12/31/2008,Open,03/08/1946,03/08/1946,,NO,44,24,32,6037430102, 78.2zzz, San Gabriel Valley, 11 - Los Angeles, Los Angeles,930000033,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),Other,181,66246,4697,44965,0,0,0,0,18,6588,591,5726,18,6588,0,1035,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,79422,5288,55721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,79422,5288,55721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.97152,34.13216,Respondent,3326,635880,2964,189560,0,0,8,8,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,200 - 299,Non-Profit Corporation (i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,BALDWIN PARK/IRWINDALE,
106190184,COLLEGE HOSPITAL,10802 COLLEGE PLACE,CERRITOS,90701,562-924-9581,Yes,01/01/2008,12/31/2008,Open,04/14/1974,04/14/1974,,NO,56,27,39,6037554521, 78.2n, East, 11 - Los Angeles, Los Angeles,930000036,Parent Facility,Acute Psychiatric,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,57462,6857,49185,0,0,0,,0,0,0,0,0,0,0,0,0,157,57462,6857,49185,0,0,0,0,0,0,0,0,0,0,116,0,116,17,84,15,116,34,0,2,0,14,0,26,0,0,40,116,Yes,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.1028,33.88489,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,CERRITOS/HAWAIIAN GARDENS,
106190196,VISTA HOSPITAL OF SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,310-323-5330,Yes,01/01/2008,12/31/2008,Open,07/17/1957,07/17/1957,,NO,51,25,35,6037603101, 78.2iiii, South Bay, 11 - Los Angeles, Los Angeles,930000037,Parent Facility,General Acute Care,Investor - Limited Liability Company,Other,50,15596,547,14760,0,0,0,0,0,0,0,0,4,1464,58,104,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17060,605,16220,0,0,0,0,0,0,0,0,0,3380,0,,0,0,0,0,0,0,0,0,0,54,20440,605,16220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.29701,33.89042,Respondent,109,4053,71,3032,0,0,2,2,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,GARDENA SOUTHEAST/HARBOR GATEWAY CENTRAL/LAWNDALE SOUTH/MONETA/REDONDO BEACH NORTH/TORRANCE NORTH,
106190197,COMMUNITY AND MISSION HSP OF HNTG PK - SLAUSON,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,323-583-1931,Yes,01/01/2008,12/31/2008,Open,12/31/1957,12/31/1957,,NO,46,30,34,6037532605, 78.2ccc, East, 11 - Los Angeles, Los Angeles,930000038,Parent Facility,General Acute Care,Investor - Corporation,General Medical / Surgical,77,28182,3461,11577,0,0,0,0,0,0,576,1564,4,1464,72,190,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29646,4109,14321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29646,4109,14321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,1458,0,7896,0,8503,0,4616,0,1822,0,24295,2817,27112,5,0,830,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.22466,33.98929,Respondent,882,49538,890,45700,0,0,2,2,Yes,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,27112,1458,7896,8503,4616,1822,2817,Urban,HUNTINGTON PARK/SOUTH GATE WEST/WALNUT PARK,
106190198,LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,323-267-0477,Yes,01/01/2008,12/31/2008,Open,10/24/1957,10/24/1957,,NO,58,30,34,6037531302, 78.2d, East, 11 - Los Angeles, Los Angeles,930000039,Parent Facility,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,66,24156,3714,20811,16,5856,628,1642,12,4392,1078,3376,6,2196,92,265,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,36600,5512,27916,0,0,0,0,0,0,0,0,30,10980,111,0,10282,0,0,0,0,0,0,0,0,130,47580,5623,38198,0,0,0,0,0,0,16,505,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Standby,Standby,221,1,1640,123,3014,2083,30,40,4,6,4909,2253,7162,3,0,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.1875,34.01897,Respondent,1420,49951,353,9143,0,0,3,3,,510,44,1,,,,0,331,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,7162,222,1763,5097,70,10,,Urban,CITY TERRACE EAST/EAST LOS ANGELES,
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,626-289-5454,Yes,01/01/2008,12/31/2008,Open,08/17/1960,08/17/1960,,NO,49,21,29,6037481101, 78.2eeee, San Gabriel Valley, 11 - Los Angeles, Los Angeles,930000041,Parent Facility,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,130,47580,5202,25892,29,10614,2517,7591,0,0,0,0,19,6954,333,920,4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4392,177,0,2245,0,0,0,0,190,69540,8229,40450,0,0,0,0,42,15372,0,0,41,15006,416,,10745,0,0,0,0,0,0,0,0,273,99918,8645,51195,0,0,0,0,0,0,22,2438,5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,497,1,3635,10,9566,122,4785,1223,667,3037,19150,4393,23543,12,0,395,Yes,237,281,200,35,44,39,24,18,13,14,14,7,926,-118.10503,34.1024,Respondent,2900,111524,3687,131737,0,0,6,6,,2438,177,24,,,,0,910,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,,No,200 - 299,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,23543,498,3645,9688,6008,3704,,Urban,ALHAMBRA/EL SERENO SOUTH/SAN GABRIEL CENTRAL,
106190230,CENTINELA FREEMAN REG MED CTR-MEMORIAL CAMPUS,333 NORTH PRAIRIE AVENUE,INGLEWOOD,90301,310-680-8092,Yes,01/01/2008,01/31/2008,Closed,01/31/2008,05/21/1954,,NO,51,25,35,6037601001, 78.2q, South Bay, 11 - Los Angeles, Los Angeles,930000027,Consolidated Facility,General Acute Care,Investor - Limited Liability Company,Physical Rehabilitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1643,3,12,53,1643,3,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,53,1643,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.34406,33.9672,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,DEL AIRE/INGLEWOOD WEST/LOS ANGELES INTERNATIONAL AIRPORT,
106190232,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,90505,310-530-1151,Yes,01/01/2008,12/31/2008,Open,10/25/1972,10/25/1972,,NO,53,28,36,6037651101, 78.2aaaa, South Bay, 11 - Los Angeles, Los Angeles,930000045,Parent Facility,Acute Psychiatric,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,60756,4024,38083,0,0,0,,0,0,0,0,0,0,0,0,0,166,60756,4024,38083,0,0,0,19,67,315,0,0,0,0,71,0,71,17,52,2,71,22,0,15,0,0,12,22,0,0,0,71,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-118.34495,33.81031,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Investor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,Urban,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,
106190240,LAKEWOOD REGIONAL MEDICAL CENTER,3700 EAST SOUTH STREET,LAKEWOOD,90712,562-531-2550,Yes,01/01/2008,12/31/2008,Open,05/17/1972,05/17/1972,,NO,55,27,39,6037570701, 78.2n, South Bay, 11 - Los Angeles, Los Angeles,930000046,Parent Facility,General Acute Care,Investor - Corporation,General Medical / Surgical,122,44652,7011,29653,0,0,0,0,0,0,0,0,8,2928,308,880,3941,23,8418,236,717,2690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6954,192,2928,172,62952,7747,39212,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,172,62952,7747,39212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,1013,5,11987,29,8922,286,3919,1217,2782,3635,28623,5172,33795,14,0,1435,Yes,149,211,117,91,58,79,58,81,88,66,72,107,1177,-118.14837,33.86016,Respondent,1497,181847,1739,131058,1,0,6,7,,0,0,0,,,,0,0,CV SURG,1,0,0,104,3,104,3,88,1,0,0,0,0,529,397,352,68,881,465,137,297,31,1,0,0,0,466,,No,150 - 199,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,33795,1018,12016,9208,5136,6417,,Urban,CERRITOS/HAWAIIAN GARDENS,
106190243,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,90241,562-904-5000,Yes,01/01/2008,12/31/2008,Open,09/18/1969,09/18/1969,,NO,58,27,34,6037551300, 78.2eee, East, 11 - Los Angeles, Los Angeles,930000048,Parent Facility,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,147,53802,11265,45771,20,7320,1773,3519,7,2562,0,0,8,2928,154,540,2662,10,3660,184,948,3099,0,0,0,0,0,0,0,0,0,0,7,2562,271,77,1542,0,0,0,0,199,72834,13647,56593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,72834,13647,56593,0,0,0,0,0,0,17,1431,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,3150,0,14256,0,12555,0,6812,0,2465,0,39238,8721,47959,22,0,0,Yes,418,415,344,273,257,135,126,205,208,173,128,223,2905,-118.1319,33.93517,Respondent,3568,269641,3260,119415,3,3,5,11,Yes,1646,64,18,,,,0,496,CV SURG,1,0,0,75,1,75,1,61,1,0,0,0,0,610,305,343,0,953,305,129,305,56,0,0,0,0,490,,No,150 - 199,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,47959,3150,14256,12555,6812,2465,8721,Urban,DOWNEY NORTHEAST,
106190256,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,323-268-5514-4126,Yes,01/01/2008,12/31/2008,Open,08/15/1949,08/15/1949,,NO,58,30,34,6037531301, 78.2d, East, 11 - Los Angeles, Los Angeles,930000049,Parent Facility,General Acute Care,Investor - Partnership,General Medical / Surgical,71,25986,1830,11784,14,5124,1049,2856,7,2562,267,851,4,1464,67,84,1206,6,2196,102,110,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,37332,3315,17583,0,0,0,0,0,0,0,0,25,9150,17,0,8755,0,0,0,0,0,0,0,0,127,46482,3332,26338,0,0,0,0,0,0,14,959,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Basic,Basic,2730,313,7859,77,1848,288,1579,1189,132,279,14148,2146,16294,8,0,0,Yes,37,99,48,9,2,8,6,9,6,0,6,5,235,-118.18377,34.02383,Respondent,916,39465,953,34770,0,0,3,3,Yes,976,20,3,Yes,YES,YES,2,486,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,16294,3043,7936,2136,2768,411,,Urban,CITY TERRACE EAST/EAST LOS ANGELES,
106190280,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BOULEVARD,ENCINO,91436,818-995-5000-5002,Yes,01/01/2008,12/31/2008,Open,11/08/1954,11/08/1954,,NO,41,23,28,6037139701, 78.2yy, San Fernando Valley, 11 - Los Angeles, Los Angeles,930000051,Parent Facility,General Acute Care,Investor - individual,General Medical / Surgical,62,21476,2758,12070,0,0,0,0,0,0,0,0,22,7748,53,193,1214,0,1520,2,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9150,164,2150,109,39894,2977,15481,0,0,0,0,13,4910,313,4194,28,10248,11,,3306,0,0,0,0,0,0,0,0,150,55052,3301,22981,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,9,9,9,0,0,0,0,0,0,0,0,0,9,,,,,,Basic,Basic,1082,5,2012,13,4008,509,400,798,220,1727,7722,3052,10774,8,0,88,Yes,71,131,52,22,32,0,1,0,0,2,7,3,321,-118.48662,34.15686,Respondent,608,140737,891,149807,0,0,7,7,,0,0,0,,,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,150 - 199,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,10774,1087,2025,4517,1198,1947,,Urban,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,
