OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_OPER_CURRYR,BEG_DATE,END_DATE,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,FACILITY_LEVEL,LONGITUDE,LATITUDE,LIC_CAT,LICEE_TOC,TYPE_SVC_PRINCIPAL,MED_SURG_BED_LIC,MED_SURG_LICBED_DAY,MED_SURG_DIS,MED_SURG_CENS_DAY,PERINATL_BED_LIC,PERINATL_LICBED_DAY,PERINATL_DIS,PERINATL_CENS_DAY,PED_BED_LIC,PED_LICBED_DAY,PED_DIS,PED_CENS_DAY,ICU_BED_LIC,ICU_LICBED_DAY,ICU_DIS,ICU_TFR_INHOSP,ICU_CENS_DAY,CCU_BED_LIC,CCU_LICBED_DAY,CCU_DIS,CCU_TFR_INHOSP,CCU_CENS_DAY,RESP_BED_LIC,RESP_LICBED_DAY,RESP_DIS,RESP_TFR_INHOSP,RESP_CENS_DAY,BURN_BED_LIC,BURN_LICBED_DAY,BURN_DIS,BURN_TFR_INHOSP,BURN_CENS_DAY,NICU_BED_LIC,NICU_LICBED_DAY,NICU_DIS,NICU_TFR_INHOSP,NICU_CENS_DAY,REHAB_BED_LIC,REHAB_LICBED_DAY,REHAB_DIS,REHAB_CENS_DAY,GAC_BED_LIC_SUBTOTL,GAC_LICBED_DAY_SUBTOTL,GAC_DIS_SUBTOTL,GAC_CENS_DAY_SUBTOTL,CHEM_BED_LIC,CHEM_LICBED_DAY,CHEM_DIS,CHEM_CENS_DAY,PSY_BED_LIC,PSY_LICBED_DAY,PSY_DIS,PSY_CENS_DAY,SN_BED_LIC,SN_LICBED_DAY,SN_DIS,SN_TFR_INHOSP,SN_CENS_DAY,IC_BED_LIC,IC_LICBED_DAY,IC_DIS,IC_CENS_DAY,IC_DEV_DISBL_BED_LIC,IC_DEV_DISBL_LICBED_DAY,IC_DEV_DISBL_DIS,IC_DEV_DISBL_CENS_DAY,HOSP_BED_LIC_TOTL,HOSP_LICBED_DAY_TOTL,HOSP_DIS_TOTL,HOSP_CENS_DAY_TOTL,CHEM_GAC_BED_LIC,CHEM_GAC_DIS,CHEM_GAC_CENS_DAY,CHEM_PSY_BED_LIC,CHEM_PSY_DIS,CHEM_PSY_CENS_DAY,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,NEWBORN_NURSRY_CENS_DAY,BED_SWING_SN,PSY_LCK_CENS_PATIENT,PSY_OPN_CENS_PATIENT,PSY_CENS_PATIENT_TOTL,PSY_CENS_PATIENT_LE17,PSY_CENS_PATIENT_18_64,PSY_CENS_PATIENT_EQ65,PSY_CENS_PATIENT_TOTL_1,PSY_CENS_PATIENT_MCAR,PSY_CENS_PATIENT_MNG_MCAR,PSY_CENS_PATIENT_MCAL,PSY_CENS_PATIENT_MNG_MCAL,PSY_CENS_PATIENT_CO_INDIG,PSY_CENS_PATIENT_OTHR_THIRDPTY,PSY_CENS_PATIENT_MNG_OTHR_THIRDP,PSY_CENS_PATIENT_SHDOYL,PSY_CENS_PATIENT_OTHR_INDIG,PSY_CENS_PATIENT_OTHR_PAYER,PSY_CENS_PATIENT_TOTL_2,PSY_PROG_SHDOYL,HOSPICE_PROG,HOSPICE_CLASS_GAC_BED,HOSPICE_CLASS_SN_BED,HOSPICE_CLASS_IC_BED,OUTPATIENT_Pal_CARE_SERV_OFFERED,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,EMS_VISITS_NON_URGENT_NOT_adm,EMS_VISITS_NON_URGENT_adm,EMS_VISITS_URGENT_NOT_adm,EMS_VISITS_URGENT_adm,EMS_VISITS_MODERATE_NOT_adm,EMS_VISITS_MODERATE_adm,EMS_VISITS_SEVERE_NOT_adm,EMS_VISITS_SEVERE_adm,EMS_VISITS_CRITICAL_NOT_adm,EMS_VISITS_CRITICAL_adm,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,resp_stat,SURG_IP,OP_RM_MIN_IP,SURG_OP,OP_RM_MIN_OP,OP_RM_IP_ONLY,OP_RM_OP_ONLY,OP_RM_IP_AND_OP,OP_RM_TOTL,AMB_SURG_PROG,BIRTHS_LIVE_TOTL,BIRTHS_LIVE_LT5LBS_8OZ,BIRTHS_LIVE_LT3LBS_5OZ,ABC_OP_PROG,BIRTHS_LIVE_ABC,BIRTHS_LIVE_C_SEC,LICENSURE_CVSURG_SVCS,CVSURG_LIC_OP_RM,CVSURG_WITH_ECBPASS_PED,CVSURG_WITHOUT_ECBPASS_PED,CVSURG_WITH_ECBPASS_ADLT,CVSURG_WITHOUT_ECBPASS_ADLT,CVSURG_WITH_ECBPASS_TOTL,CVSURG_WITHOUT_ECBPASS_TOTL,CVSURG_CABG_TOTL,CATH_CARD_RM,CATH_IP_PED_DX_VIS,CATH_IP_PED_THER_VIS,CATH_OP_PED_DX_VIS,CATH_OP_PED_THER_VIS,CATH_IP_ADLT_DX_VIS,CATH_IP_ADLT_THER_VIS,CATH_OP_ADLT_DX_VIS,CATH_OP_ADLT_THER_VIS,CATH_DX_VIS_TOTL,CATH_THER_VIS_TOTL,CARDIAC_CATH_DX_PROC,MYOCARDIAL_BIOPSY,PACEMKR_PERM_IMPL,OTH_PERM_PACEMAKER_PROC,ICD_IMPLANTATION,OTH_ICD_PROCEDURES,PCI_WITH_STENT,PCI_WITHOUT_STENT,ATHERECTOMY_PTCRA,THROMBO_AGT,PTBV,DX_EP_STUDY,CATHETER_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATHETER_BASED_VENTRICULAR_INS,OTHR_CATH_PROC,CATH_TOTL,EQUIP_ACQ_OVER_500K,Include_State_hospital,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_TOT,CRIT_TOT,unknown_sev,abc_ldrp1,abc_ldr1,ems_amb_divers1,MSSA_DESIGNATION,MSSA_NAME,oshpd_id2,,,,,,
106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,213-977-2121,Yes,01/01/2013,12/31/2013,Open,01/01/1946,01/01/1946,,NO,53,24,34,6037209102,78.2ffff,Metro,11 - Los Angeles,Los Angeles,930000071,Parent Facility,-118.26522,34.05324,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,85775,7944,34736,31,11315,3729,8959,0,0,0,0,58,21170,657,2279,8159,10,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8395,535,75,6537,23,8395,0,0,380,138700,12865,58391,0,0,0,0,0,0,0,0,28,10220,0,0,0,0,0,0,0,0,0,0,0,408,148920,12865,58391,0,0,0,0,0,0,10,3382,7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,Basic,Basic,215,0,1704,1,7323,14,9469,402,6479,4818,25190,5235,30425,12,0,1861,Yes,218,149,140,116,66,59,76,102,67,97,77,104,1271,Respondent,2659,449960,4683,195244,0,3,15,18,Yes,3896,229,38,,0,1207,CV SURG,2,0,0,105,55,105,55,162,4,0,0,0,0,1051,857,551,436,1602,1293,1048,3,144,45,77,41,406,70,19,1,59,343,325,917,406,18,32,32,272,4258,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30425,215,1705,7337,9871,11297,0,,,1,Urban,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,106190392,,,,,,
106190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,626-397-5000-8798,Yes,01/01/2013,12/31/2013,Open,01/01/1946,01/01/1946,Level II,NO,41,25,27,6037463900,78.2mm,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000372,Parent Facility,-118.1518,34.13565,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,390,142350,19248,64272,56,20440,3542,11534,25,9125,1326,3520,38,13929,363,1237,7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18615,397,594,7906,24,8760,333,4677,584,213219,25209,99407,0,0,0,0,41,14965,1018,8636,0,0,0,0,0,0,0,0,0,0,0,0,0,625,228184,26227,108043,12,518,3633,0,0,0,48,3044,7821,0,16,0,16,0,13,3,16,4,2,8,0,0,1,0,0,0,1,16,,,,,,Yes,Basic,Basic,3308,9,6165,6,16243,69,15829,6028,2062,10263,43607,16375,59982,34,0,3357,Yes,115,31,46,22,22,19,10,3,7,2,11,34,322,Respondent,8277,1738560,3143,431960,0,0,16,16,,3044,230,59,,0,1389,CV SURG,2,0,0,171,5,171,5,65,3,0,0,0,0,445,251,347,195,792,446,997,0,148,74,61,64,311,51,8,0,1,218,209,44,33,0,30,2,0,2251,,No,500+,Non-Profit Corporation (i,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,59982,0,0,0,3317,6171,16312,21857,12325,0,,,1,Urban,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,106190400,,,,,,
106190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,,,,,,,,,,,,No,49,22,27,,,,,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Non-Respondent,,,,,,,,,,,,,,,,NEITHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Urban,ROSEMEAD/SAN GABRIEL SOUTH/SOUTH EL MONTE WEST/TEMPLE CITY WEST,106190410,,,,,,
106190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,210 W. SAN BERNARDINO ROAD,COVINA,91723,626-331-7331-17577,Yes,01/01/2013,12/31/2013,Open,03/28/1946,03/28/1946,,NO,48,22,32,6037406101,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000131,Consolidated Facility,-117.89264,34.08993,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,116,42340,6261,24692,0,0,0,0,0,0,0,0,8,2920,173,420,2048,14,5110,287,545,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,50370,6721,29617,0,0,0,0,30,10950,1901,6241,25,9125,665,0,3787,0,0,0,0,0,0,0,0,193,70445,9287,39645,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17,0,17,3,9,0,0,0,0,0,0,4,1,17,,,,,,No,Basic,Basic,42,0,898,0,4673,5,5863,6,4691,5658,16167,5669,21836,12,0,933,Yes,36,27,13,4,9,1,2,1,7,8,2,6,116,Respondent,1538,221815,1895,154129,0,0,7,7,Yes,0,0,0,,0,0,CV SURG,2,0,0,85,19,85,19,104,2,0,0,0,0,536,199,605,226,1141,425,716,0,52,45,59,6,404,21,0,14,0,52,0,41,23,0,30,0,0,1463,,No,150 - 199,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21836,42,898,4678,5869,10349,0,,,1,Urban,ASUZA/CHARTER OAK/COVINA,106190413,,,,,,
106190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE,90505-5073,310-325-9110,Yes,01/01/2013,12/31/2013,Open,03/29/1971,03/29/1971,,NO,66,26,43,6037651101,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,930000076,Parent Facility,-118.34388,33.81258,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,250,91250,16738,58011,28,10220,2994,6742,20,7300,862,2776,22,8030,528,1639,7120,8,2920,69,283,1159,0,0,0,0,0,8,2920,247,70,2077,25,9125,292,280,4990,0,0,0,0,361,131765,21730,82875,0,0,0,0,0,0,0,0,40,14600,1485,,12509,0,0,0,0,0,0,0,0,401,146365,23215,95384,0,0,0,0,0,0,28,2746,6676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,Basic,Basic,0,90,3157,1,23701,36,19800,143,2708,13064,49366,13334,62700,29,0,1717,No,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,6284,900072,10996,776991,0,0,20,20,Yes,3082,205,31,,0,0,CV SURG,2,0,0,118,3,118,3,36,3,0,0,0,0,616,656,956,136,1572,792,1732,0,175,79,76,51,681,20,24,0,12,159,136,134,77,0,40,3,0,3399,Yes,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62700,90,3158,23737,19943,15772,0,,,,Urban,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,106190422,,,,,,
106190429,KAISER FND HOSP - LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,323-783-4100-8100,Yes,01/01/2013,12/31/2013,Open,05/01/1953,05/01/1953,,YES,43,24,28,6037191201,78.2g,Metro,11 - Los Angeles,Los Angeles,930000077,Parent Facility,-118.29545,34.09823,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,192,70080,14994,59197,27,9855,2500,6152,32,11680,2184,7103,80,29200,1654,5162,21644,32,11680,1782,2579,10123,0,0,0,0,0,0,0,0,0,0,33,12045,401,263,8737,0,0,0,0,396,144540,23515,112956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,144540,23515,112956,0,0,0,0,0,0,12,2213,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Yes,Basic,Basic,456,4,12406,2,45179,3432,4453,4129,267,1206,62761,8773,71534,45,0,496,Yes,449,279,350,357,347,345,360,319,375,396,291,289,4157,Respondent,9607,2037506,12278,1106912,4,7,15,26,Yes,2487,219,35,Yes,1770,717,CV SURG,4,0,12,1190,245,1190,257,509,5,21,19,149,130,901,393,4916,1437,5987,1979,6623,154,0,0,0,0,1688,157,34,0,12,0,0,1,3,0,93,0,449,9214,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71534,460,12408,48611,8582,1473,0,1,1,1,Urban,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,106190429,,,,,,
106190431,KAISER FND HOSP - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,310-517-2745,Yes,01/01/2013,12/31/2013,Open,01/14/1959,01/14/1959,,NO,66,35,33,6037294420,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,930000079,Parent Facility,-118.29415,33.789,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,165,60477,9165,32414,34,12410,2247,5853,0,0,339,753,10,3650,142,707,2313,10,3650,227,854,2701,0,0,0,0,0,0,0,0,0,0,10,3650,255,149,1579,0,0,0,0,229,83837,12375,45613,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,229,83837,12375,45613,0,0,0,0,0,0,0,1864,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,Basic,Basic,124,1,6241,0,36176,1553,7235,3526,724,1452,50500,6532,57032,37,14165,580,Yes,136,128,24,18,15,16,5,13,52,7,18,31,463,Respondent,4075,499878,10648,830248,0,0,11,11,Yes,2123,108,6,Yes,1476,647,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57032,125,6241,37729,10761,2176,0,1,1,1,Urban,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,106190431,,,,,,
106190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,818-375-2347,Yes,01/01/2013,12/31/2013,Open,06/21/1963,06/21/1963,,NO,46,18,29,6037120400,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,930000080,Parent Facility,-118.43009,34.21975,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,128,46720,8303,27623,42,15330,2117,7066,0,0,0,0,24,8760,172,1573,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8760,231,101,3416,0,0,0,0,218,79570,10823,41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,79570,10823,41091,0,0,0,0,0,0,29,1806,3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Yes,Basic,Basic,135,3,3608,5,33865,1038,10177,2532,1989,2359,49774,5937,55711,34,0,735,Yes,214,156,215,114,146,124,112,164,112,74,53,152,1636,Respondent,2947,353475,9019,688976,0,0,10,10,Yes,2036,184,48,Yes,1444,592,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55711,138,3613,34903,12709,4348,0,1,,1,Urban,NORTHRIDGE SOUTH/RESEDA NORTH,106190432,,,,,,
106190434,KAISER FND HOSP - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,323-857-2000,Yes,01/01/2013,12/31/2013,Open,09/16/1974,09/16/1974,,NO,54,30,37,6037270300,78.2x,Metro,11 - Los Angeles,Los Angeles,930000081,Parent Facility,-118.37568,34.03793,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,212,77380,9705,30662,28,10220,1896,4511,0,0,0,0,31,11315,276,898,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6205,274,93,2342,0,0,0,0,288,105120,12151,41297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,105120,12151,41297,0,0,0,0,0,0,17,1572,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,Basic,Basic,219,1,8266,0,42056,1239,6986,2948,768,1573,58295,5761,64056,53,0,1723,Yes,228,149,95,45,47,39,58,37,56,36,38,43,871,Respondent,4353,605991,7759,686454,0,0,13,13,,1835,131,28,Yes,1219,616,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,200 - 299,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64056,220,8266,43295,9934,2341,0,,1,1,Urban,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,106190434,,,,,,
106190449,KINDRED HOSPITAL - LA MIRADA,14900 EAST IMPERIAL HIGHWAY,LA MIRADA,90637-3780,562-944-1900-744,Yes,01/01/2013,12/31/2013,Open,07/27/1961,07/27/1961,,NO,57,32,38,6037504001,78.2rrr,East,11 - Los Angeles,Los Angeles,930000084,Parent Facility,-118.01348,33.91702,General Acute Care,Investor - Corporation,General Medical / Surgical,88,32120,847,19302,0,0,0,0,0,0,0,0,6,2190,81,87,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8760,0,0,118,43070,928,21175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,43070,928,21175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,82,2129,0,0,1,0,0,1,,0,0,0,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Urban,LA MIRADA/SANTA FE SPRINGS SOUTH,106190449,,,,,,
106190458,KINDRED HOSPITAL - SAN GABRIEL VALLEY,845 NORTH LARK ELLEN AVENUE,WEST COVINA,91791,562-944-1900-3677,Yes,01/01/2013,12/31/2013,Open,06/12/1956,06/12/1956,,NO,48,22,32,6037405600,78.2www,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000084,Consolidated Facility,-117.91669,34.0857,General Acute Care,Investor - Corporation,General Medical / Surgical,70,25550,668,17528,0,0,0,0,0,0,0,0,6,2190,67,106,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,27740,735,19474,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,76,27740,735,19474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,62,2174,0,0,1,0,0,1,,0,0,0,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Urban,VALINDA/WEST COVINA,106190458,,,,,,
106190462,"AURORA LAS ENCINAS HOSPITAL, LLC",2900 EAST DEL MAR BOULEVARD,PASADENA,91107,626-795-9901,Yes,01/01/2013,12/31/2013,Open,01/01/1946,01/01/1946,,NO,41,25,27,6037463200,78.2mm,San Gabriel Valley,11 - Los Angeles,Los Angeles,930000087,Parent Facility,-118.09039,34.14207,Acute Psychiatric,Investor - Limited Liability Company,Psychiatric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,43070,4185,23096,0,0,0,,0,0,0,0,0,0,0,0,0,118,43070,4185,23096,0,0,0,22,593,2992,0,0,0,0,51,18,69,0,67,2,69,18,4,1,0,3,27,14,0,0,2,69,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,0,0,0,0,0,0,0,0,,0,0,0,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,100 - 149,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Urban,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,106190462,,,,,,
106190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,443 SOUTH SOTO STREET,LOS ANGELES,90033,323-261-1181,Yes,01/01/2013,12/31/2013,Open,01/01/1946,01/01/1946,,NO,53,24,34,6037204600,78.2h,Metro,11 - Los Angeles,Los Angeles,930000088,Parent Facility,-118.21227,34.03996,General Acute Care,Investor - Partnership,General Medical / Surgical,27,9855,291,7500,0,0,0,0,5,1825,0,0,2,730,18,40,713,2,730,18,39,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13140,327,8927,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,36,13140,327,8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,Respondent,102,5466,0,0,0,0,2,2,,0,0,0,,0,0,NEITHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Urban,BOYLE HEIGHTS CENTRAL/CITY TERRACE WEST,106190468,,,,,,
106190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,4101 TORRANCE BOULEVARD,TORRANCE,90503,310-540-7676,Yes,01/01/2013,12/31/2013,Open,12/21/1959,12/21/1959,,NO,66,26,33,6037650602,78.2u,South Bay,11 - Los Angeles,Los Angeles,930000089,Parent Facility,-118.35708,33.83767,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,230,83950,13380,46308,22,8030,2797,7638,13,4745,687,1574,28,10220,568,1544,7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12410,237,0,4251,0,0,0,0,327,119355,17669,67234,0,0,0,0,0,0,0,0,115,41975,2224,,23426,0,0,0,0,0,0,0,0,442,161330,19893,90660,0,0,0,0,0,0,22,2448,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,YES,,,Yes,Basic,Basic,472,0,3882,0,21485,40,19338,778,10945,11360,56122,12178,68300,29,0,1619,Yes,124,43,23,11,18,18,32,10,18,10,11,41,359,Respondent,3893,605640,4186,370230,0,0,11,11,Yes,2717,124,40,,0,952,CV SURG,2,0,0,106,79,106,79,59,3,0,0,0,0,656,257,489,206,1145,463,1207,0,100,31,0,51,532,132,0,0,0,116,9,0,0,0,36,0,293,2507,,No,300 - 499,Non-Profit Corporation (i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68300,472,3882,21525,20116,22305,0,,,1,Urban,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,106190470,,,,,,
