fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,rpt_prep,owner,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,ct_scans,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_emp,hosp_fte,nurs_emp,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,ii,year
106130699,el centro regional medical center,7/1/2002,6/30/2003,365,audited,incl. ind. audit,imperial,14,1424,city/county,general,comparable,,(619)339-7100,1415 ross avenue,el centro,92243-4306,david green,ceo,rodney a. phillips cpa,city of el centro   ca.,0,05-0045,,zzt30045f,107,107,107,11282,0,7662,86,1233,4640,0,202,1727,26832,2017,0,2103,25,188,1629,0,70,663,6695,107,0,0,0,0,0,26832,0,0,0,0,0,6695,0,0,0,0,0,68.7,68.7,4,4,18,2108,1194,25477,0,46919,37,7157,25056,0,1266,7607,113519,30754,33115,0,51299,0,4,163471,158851,1696,2236,7969,153377620,99938589,0,53439031,2591806,54063911,1966926,891471,843110,0,0,2015287,34166573,12865614,106345433,40164937,0,27858404,347772,4524365,17992876,0,726134,6194996,97809484,14641157,0,17857849,20670,3301528,15576642,0,679308,3490982,55568136,42348774,0,26265835,137784,-4817658,2895446,19236060,0,8436293,0,4605999,0,830056,0,0,0,0,12457320,0,21246058,52119,4930447,14333458,0,0,419629,3378630,0,0,891471,0,0,9231809,4640306,19090781,0,0,0,0,9145311,2457008,7032604,2466092,20462719,8742807,1169625,1008240,9729701,6342708,2411889,580318,471822,835122,2308960,21608651,18710654,11119969,34263369,0,1643412,87346055,13877306,0,39122728,34346021,87346055,8968591,11938190,19738634,37566098,26446129,0,1953040,38831621,40784661,1661933,0,0,650,594,280,1106665,148835,1255500,59,0,101492,190769,228665,34462,189717,244802,90107,6957,6324,13370,294898,136577,284840,0,176060,87556,126660,74,339308,154599,323274,0,195319,98743,144183,74,,2003
106094002,el dorado county mental health-phf,7/1/2002,6/30/2003,365,audited,excl. ind. audit,el dorado,02,0304,city/county,psychiatric,phf,,(530)621-6210,935-b spring street,placerville,95667-4543,kathleen m burne,mental health director,jeffery l. meyer,county of el dorado,0,,,,15,10,10,0,0,0,0,2708,0,0,0,0,2708,0,0,0,0,350,0,0,0,0,350,0,15,0,0,0,0,0,2708,0,0,0,0,0,350,0,0,0,0,49.5,74.2,7.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619647,0,0,1619647,0,1619647,0,0,0,0,0,0,1619647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2003
106190685,elastar community hospital,1/1/2003,12/31/2003,365,audited,excl. ind. audit,los angeles,11,0925,investor,general,comparable,,(323)266-6500,319 north humphreys avenue,los angeles,90022-1422,andrea kofl,administrator,catherine matsuda,starhealth,0,05-0577,hsc30577f,zzt30577f,110,110,110,8866,0,4811,218,0,183,1401,177,415,16071,1453,0,1034,54,0,51,422,40,138,3192,110,0,0,0,0,0,16071,0,0,0,0,0,3192,0,0,0,0,0,40,40,5,5,16,1467,578,3031,0,2183,27,0,433,4153,8,2878,12713,12560,0,0,2166,0,11,88722,113253,1146,2122,1864,120341490,90605408,170913,29906995,198513,30728922,-623414,126694,0,0,0,-496720,31411579,10819393,78110518,49749701,0,24158742,1207937,0,755591,9078084,881484,2496520,88328059,12897224,0,6464079,97352,0,912076,7617171,8328,4017201,32013431,49115439,0,24804485,1018062,-2610331,0,1208988,11869947,3938648,0,1268495,-8325,0,0,152232,0,18681,13531486,0,8049984,439459,0,458679,4843989,0,2583398,0,0,0,0,0,0,7379639,2115942,9662797,0,0,0,0,5227856,1753851,3273691,1315146,12357284,4836189,1111732,2357614,3663232,3366047,817328,325041,234279,394928,1265248,10458102,0,3054725,821268,743016,0,15077111,13405770,0,85570,1585771,15077111,41000,9626873,10817093,21890510,18835785,0,0,0,124081,38511,0,523277,368,312,140,641831,53242,695073,46,0,50419,126230,181234,10252,39649,122874,65020,0,32763,13390,199049,32535,148330,0,133367,56187,72363,0,214275,34904,160641,0,145368,61190,78695,0,,2003
106500867,emanuel medical center,2/1/2002,1/31/2003,365,audited,incl. ind. audit,stanislaus,06,0516,non-profit,general,comparable,,(209)667-4200,825 delbon avenue,turlock,95380-2016,john sigsbury,president,amy peterson,emanuel medical center,0,05-0179,hsc00179f,zzr00179f,340,328,297,17317,3617,38853,255,3,92,6231,0,19464,85832,2519,469,1759,100,3,39,2004,0,295,7188,150,0,0,0,145,45,27209,0,0,0,46956,11667,6688,0,0,0,479,21,69.2,71.7,11.9,4.1,8,2320,1213,27557,708,21571,2823,160,5453,35957,5,8853,103087,43269,0,10886,42224,0,7,160825,222592,2023,7580,6522,247944686,182584324,0,65360362,1458388,68324009,-1505259,-7088518,197354,0,0,-8791131,44307367,12640610,190996709,65526469,10327114,32919860,1288703,19584,638166,33375941,0,6727644,150823481,29073697,1725495,14721098,1585483,134166,1843042,43080824,7171,4950229,97121205,73765630,8977382,36053420,2473752,0,151,1640634,51104086,7121981,0,693095,0,754193,0,0,0,0,20834536,3075227,11587538,400434,153319,836073,25238728,0,3234507,0,0,1500719,-8826196,0,0,18489001,4566540,21088110,-131615,0,0,279303,11333198,1757930,9362949,1578593,30808272,10798352,1307055,4527806,10284166,3704843,3471736,597240,563588,-670022,2930973,18811580,43233177,27984107,2566119,4120762,0,96715745,13592590,0,26369517,56753638,96715745,344373,42306210,28476694,74815402,46831295,3368570,641849,23646366,27656785,1287268,0,0,1043,874,617,1669923,203165,1873088,81,0,117368,224987,316890,95225,300488,257885,195528,107143,54321,88,637123,113954,335182,8147,331950,78601,164966,0,699294,126864,375539,8775,371639,89058,201919,0,,2003
106190280,encino tarzana rgnl mc - encino,12/1/2002,12/31/2003,396,audited,excl. ind. audit,los angeles,11,0905,investor,general,comparable,,(818)995-5000,16237 ventura blvd,encino,91436,dale surowitz,ceo,trina k. thorson,tenet healthcare corporation,0,05-0158,hsc31408i,hsp41408i,151,151,151,20350,1499,11572,596,0,128,2918,119,1573,38755,2660,311,323,133,0,16,631,31,170,4275,84,14,0,25,28,0,19261,2364,0,6536,10594,0,3515,224,0,522,14,0,64.8,64.8,9.1,6.6,0,0,0,4636,1079,777,1203,0,921,9119,17,2361,20113,11255,0,0,8316,0,8,124500,221940,908,2498,4137,448073132,403330278,6010647,50753501,463336,60759365,-9542528,598246,667569,0,0,-9611851,75997480,7975836,364099816,199152251,16997457,87516764,7333255,0,2031784,41915536,1389058,7844381,364180486,22565123,4578943,2779080,5809251,0,2298393,39930663,42932,5888261,83892646,201221668,18704589,82094995,17385586,0,0,3753833,70952603,4666347,0,3445873,0,1104784,0,6010647,0,0,20430377,2360286,6186967,1548384,0,394192,9435018,0,10398277,0,1915695,0,47575,0,0,13719256,1388374,20539539,0,0,0,305932,8368903,3425888,7111681,5899792,21203322,6481848,259025,3277005,10436438,9896488,1480374,4895721,724106,0,2105038,13239562,0,9751474,209032,100605,1065912,24366585,8546022,0,0,15820563,24366585,700,4860593,12383191,19106829,9355355,0,0,0,0,0,2936746,0,525,373,245,806153,87466,893619,628,6,58410,195085,159986,47496,125435,116068,46555,4365,49219,3534,347362,21474,204650,0,142112,35410,55145,0,388297,24779,227711,0,152654,39705,60473,0,,2003
106190517,encino tarzana rgnl mc - tarzana,4/1/2002,3/31/2003,365,audited,excl. ind. audit,los angeles,11,0905,investor,general,comparable,,(818)881-0800,18321 clark street,tarzana,91356,dale surowitz,ceo,trina k. thorson,tenet healthcare corporation,0,05-0601,,hsp30158l,236,211,210,26710,2333,9175,2114,0,436,22405,268,934,64375,3967,802,1994,726,0,150,5193,92,321,13245,236,0,0,0,0,0,64375,0,0,0,0,0,13245,0,0,0,0,0,74.7,83.59999999999999,4.9,4.9,21,7733,3088,14109,1807,4068,5439,0,1405,31812,102,4849,63591,26174,3437,0,31705,0,11,973560,791100,3334,6774,13460,1089277153,909897426,0,179379727,851401,143332914,36898214,1076058,24263156,0,0,13711116,188948463,20397350,879931340,404430600,33632690,109351253,24941184,0,5563579,294708909,3411373,11961134,888000722,54830971,4721709,10621556,12975342,0,3398550,102748288,249061,11730954,201276431,387138390,31170994,113662090,30815130,0,0,7283609,323017336,10191548,0,3910288,0,2708041,0,0,0,0,71774630,6785408,6012965,6646694,0,1568719,69918289,0,16673022,0,167544,0,0,0,0,27819579,4407186,53452820,0,0,0,268502,18316742,12757811,16900716,9409558,47795652,13344040,1979806,5816078,28599687,28893690,4300325,1548260,5357426,69454,5628496,43308045,0,39902123,0,67224523,6096568,156531259,15877820,0,22815905,117837534,156531259,0,21499517,40876934,69653319,29751196,0,0,0,22815905,0,66946335,0,940,872,485,1744325,186533,1930858,544,3,111999,348938,581023,39974,130553,314716,86925,13207,112494,4496,643060,80509,555931,0,230489,99809,134527,0,712655,90919,624806,0,249337,106588,146553,0,,2003
106190517,encino tarzana rgnl mc - tarzana,4/1/2003,12/31/2003,275,audited,excl. ind. audit,los angeles,11,0905,investor,general,comparable,,(818)881-0800,18321 clark street,tarzana,91356,dale surowitz,ceo,trina k. thorson,tenet healthcare corporation,0,05-0601,hsc31408i,hsp41408i,236,236,236,20762,1441,7524,2626,0,232,16479,254,677,49995,3530,452,2214,438,0,50,3478,65,144,10371,236,0,0,0,0,0,49995,0,0,0,0,0,10371,0,0,0,0,0,77,77,4.8,4.8,21,6191,2407,11094,1279,3348,5181,0,497,23309,85,3892,48685,21773,2353,0,22581,0,11,723900,478740,5051,6322,10494,839442535,733331958,0,106110577,835651,106999605,-53377,7521849,9824655,0,0,-2356183,147801059,15602997,676038479,318015151,25884265,95470498,25112968,0,2909284,209722182,3299382,8559607,688973337,45835308,3599901,9337509,12022489,0,973401,70903119,174021,7623450,150469198,329615381,24654158,92407727,30989454,0,0,3241460,234654106,9417206,0,6649091,0,1703375,0,0,0,0,34123955,4392073,9243857,5652793,0,539620,41447363,0,10710916,0,-10591514,0,0,0,0,22950124,3604020,42275798,0,0,0,213962,13462471,6876973,10319850,7296407,37694844,11186349,1374814,4481389,22759687,16362037,3310327,966432,4335264,66033,4462429,29099671,0,39173148,0,66946554,5993519,141212892,18078320,0,18244735,104889837,141212892,649,22773218,38011354,68068501,28895353,0,0,0,18244735,0,66674182,0,1100,1232,500,1794097,222179,2016276,628,6,115124,360038,621727,56555,140502,325348,86423,3002,80125,5253,682554,84847,544539,0,232767,110233,139157,0,770605,97931,620759,0,254381,118935,153665,0,,2003
106040962,enloe medical center-esplanade campus,7/1/2002,6/30/2003,365,audited,excl. ind. audit,butte,01,0219,non-profit,general,comparable,,(530)332-7300,1531 esplanade,chico,95926-2224,philip r. wolfe,president/ceo,laura schneider,enloe health systems,2,05-0039,,zzr00039f,391,391,239,38630,1605,7633,17,3462,4643,13293,66,320,69669,7148,323,2393,7,569,944,4122,19,87,15612,288,21,0,60,22,0,59092,3941,0,6636,0,0,14574,622,0,416,0,0,48.8,48.8,4.5,4.5,18,2767,1518,75189,4032,58624,205,7031,36684,60383,2330,11461,255939,37547,75433,19601,119843,0,12,589652,442733,4377,6367,9468,695442146,506241207,3928940,193129879,2858195,191795110,4192964,1966388,0,0,0,6159352,182144152,99792999,413504995,263834779,9991588,49325376,153919,25452196,33772902,103948642,545262,2660212,489684876,70394385,3439040,31167287,272304,7753201,19790386,64396309,1386875,7157483,205757270,257255701,12926719,68496768,362703,0,21732888,20597321,105949735,15888333,0,1998663,0,1032376,3928940,0,0,0,76973463,4432849,11995895,63520,11472509,30372585,49832878,0,7986180,0,-26648768,0,371896,0,0,36748754,28303345,63248156,1257896,0,0,0,23768628,6097323,20535343,11835665,67077764,31350090,7728411,9166465,33876166,18092122,9261624,1027089,3572879,3732938,6909562,39487579,6064401,58073038,598531,6607569,758526,111589644,40071628,0,70912527,605489,111589644,5565,77167947,81334706,166393421,108320383,0,380345,72245000,72625345,1712818,136473,0,2374,1708,782,3181866,469798,3651664,250,0,193342,630749,644675,106274,414254,727409,284950,80265,96065,3883,787486,545048,729170,0,488877,201345,429940,0,894780,591608,836924,0,575129,239794,513429,0,,2003
106474007,fairchild medical center,1/1/2003,12/31/2003,365,audited,excl. ind. audit,siskiyou,01,0203,non-profit,general,comparable,small/rural,(530)842-4121,444 bruce street,yreka,96097,dwayne jones,administrator,jeff clark,fairchild medical center,3,05-0217,,zzr00217f,30,30,30,3065,0,990,0,246,1025,0,0,241,5567,958,0,379,0,60,477,0,0,81,1955,30,0,0,0,0,0,5567,0,0,0,0,0,1955,0,0,0,0,0,50.8,50.8,2.8,2.8,6,351,208,25386,0,11745,0,2104,17580,0,0,5294,62109,12953,3821,0,43904,0,3,92104,134092,732,2525,4571,49911545,24751760,0,25159785,282033,24326348,1115470,-46715,0,0,0,1068755,6295196,5800494,37815855,11105164,0,3739352,0,471562,5091086,0,0,408926,20816090,11874863,0,5203480,0,582191,10494307,0,0,940614,29095455,14689553,0,5223061,0,0,1374080,2044696,0,791348,0,257822,0,371200,0,0,0,0,8290474,0,3719769,0,-320327,13540697,0,0,-70828,0,0,0,-55763,0,0,2827506,2387461,10341491,0,0,0,0,3399801,1326432,2374930,1668727,10203404,3579976,1632899,257491,4072947,1894713,1449290,98363,289481,401634,446150,11518164,0,15343879,0,40781,0,26902824,2114468,0,7786800,17001556,26902824,3474509,15966459,9171166,25511331,10167452,7722271,94699,0,8066979,280179,0,0,325,245,88,435782,73918,509700,25,0,50037,131887,66839,17874,13417,92896,46596,15237,999,0,66048,25463,130888,0,101582,54016,57785,0,78722,30332,155798,0,117206,60962,66680,0,,2003
106301781,fairview developmental center,7/1/2002,6/30/2003,365,audited,excl. ind. audit,orange,13,1016,state,specialty,state,,(714)957-5000,2501 harbor boulevard,costa mesa,92626,karen larsen,acting executive director,s. hyunh,state of california,0,05-0548,,,1218,1218,896,376,0,282721,0,0,29,0,0,5357,288483,0,0,49,0,0,0,0,0,0,49,30,0,0,0,1188,0,1267,0,0,0,287216,0,0,0,0,0,49,0,64.90000000000001,64.90000000000001,5887.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145472086,29882661,0,115589425,0,145472086,-29882661,29882661,0,0,0,0,133881585,0,11590501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,626855,0,0,0,437,0,0,0,0,0,29254837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2003
106370705,fallbrook hospital district,7/1/2002,6/30/2003,365,audited,excl. ind. audit,san diego,14,1414,district,general,comparable,small/rural,(760)728-1191,624 east elder st,fallbrook,92028-3004,corey a. seale,ceo,robert c. perkins,fallbrook hospital district,0,05-0435,hsc30435f,,140,140,89,8763,2147,13016,0,0,656,3835,0,3160,31577,756,229,376,0,0,118,1192,0,226,2897,47,0,0,0,93,0,7437,0,0,0,24140,0,2584,0,0,0,313,0,61.8,61.8,10.9,2.9,8,843,489,25935,5357,4849,0,0,4452,18519,0,6278,65390,14497,0,7028,38260,0,5,48059,134894,826,2308,7422,95641988,63800684,0,31841304,93619,28891160,3043763,29637,0,0,0,3073400,17107110,10194345,68340533,19965346,7450311,7869247,0,0,2082947,13262133,0,3197119,53827103,13469971,4150902,2719447,0,0,3250908,14348691,0,3874966,41814885,17761308,6162745,6874330,0,0,0,4228356,21888221,1869632,0,0,0,5016092,0,0,0,0,14474377,5022218,3714364,0,0,1105499,5722603,0,1802243,0,0,0,2723,0,0,4749165,2535640,9554068,0,0,0,0,4383312,1297730,4264792,2106453,12169995,3536106,317814,679932,4219887,3309160,1596176,769812,426555,537426,1328297,8106275,0,7789032,231858,1351947,0,17479112,8013973,0,0,9465139,17479112,2254458,4764102,4379657,11029594,3240562,0,0,0,0,0,0,3318950,335,304,172,574419,73509,647928,120,0,76366,92409,125609,24476,81239,121240,37608,0,7037,8435,178035,63203,133685,0,95668,49721,54107,0,199938,73909,149978,0,107096,56902,60105,0,,2003
106040875,feather river hospital,1/1/2003,12/31/2003,365,audited,incl. ind. audit,butte,01,0220,non-profit,general,comparable,,(530)877-9361,5974 pentz road,paradise,95969-5509,wayne ferch,president/ceo,geoff chinnock,northern calif. conference of sda,0,05-0225,,zzr00225f,122,122,122,15894,0,2489,0,346,2953,0,0,363,22045,2932,0,712,0,77,783,0,0,85,4589,101,0,0,0,21,0,18159,0,0,0,3886,0,4273,0,0,0,316,0,49.5,49.5,4.8,4.2,12,1039,615,75619,0,42963,0,3862,19988,0,0,14921,157353,19337,28621,17005,87202,0,3,99050,74251,1309,1773,4638,281532575,219646498,0,61886077,1646836,62523182,1009731,1836167,1578363,0,0,1267535,40610927,39046747,201874901,108565869,0,19840142,0,3071870,26596095,0,0,3044259,161118235,58716884,0,24147037,0,3724512,30153920,0,0,3671987,120414340,136599134,0,38431940,0,0,5574549,33756055,-30216,3238975,0,347408,-2501,1731154,0,0,0,0,30683619,0,5555239,0,1224334,22646552,30216,0,1746117,0,0,1707,-15271,0,0,10378526,9030486,23274766,0,0,0,0,6462979,2421206,9002055,1953164,26988517,9722298,2216617,1306173,10894957,5075454,2936868,360475,430198,409330,2182295,20570777,1828993,21434510,585515,2032244,192112,46644151,19578293,2078284,19151785,5835789,46644151,8219555,32536640,23523055,57670573,36236063,0,0,0,20370961,1219176,1209808,20591154,760,573,310,1083003,110097,1193100,55,0,66687,252647,232391,39374,76826,253334,92390,67801,1553,0,240307,197235,294133,0,151807,77556,105700,16265,269400,217607,322179,0,165104,84962,116487,17361,,2003
106190298,foothill presbyterian hospital,1/1/2003,12/31/2003,365,audited,incl. ind. audit,los angeles,11,0915,non-profit,general,comparable,,(626)858-8541,250 south grand ave,glendora,91741-4218,james t. yoshioka,president/ceo,debbie cooper,citrus valley health partners,0,05-0597,hsc30597f,,106,106,106,6526,4602,1867,582,0,199,6424,177,234,20611,1301,1233,421,245,0,48,2333,57,88,5726,106,0,0,0,0,0,20611,0,0,0,0,0,5726,0,0,0,0,0,53.3,53.3,3.6,3.6,8,2085,826,17125,3669,2754,4319,0,4154,31876,236,18269,82402,23925,0,0,59458,5225,12,100346,75232,1713,2285,6519,185209846,142751045,1369875,43828676,594664,43934979,488361,127664,0,0,0,616025,38155487,13490098,133564261,37118125,29244440,10141855,2754547,0,1628752,37602486,932948,518408,119941561,14744943,7092331,2513362,3602870,0,2466739,32029796,213889,2604355,65268285,40176951,30376874,10514816,5028853,0,0,2488687,50046759,1731995,0,1146837,0,1239273,972611,0,0,397264,11686117,6932508,2140401,1328564,0,1606804,19982787,0,151495,0,0,0,-12052,0,0,10609113,1955081,15620607,996638,195598,0,0,6043056,2115950,4387367,2011569,16716364,5903319,240678,2961893,7440413,6348093,1357683,408095,986801,214273,1357367,8613609,11010257,7805588,1110206,0,751123,29290783,7539669,0,4906432,16844682,29290783,0,15124933,20132067,37399509,29593921,0,0,5302070,5302070,395638,0,205826,492,343,185,753233,14851,768084,115,0,56357,125080,198827,37921,19627,143340,59976,56853,52673,2579,243950,47393,224573,0,124856,42001,70460,0,252855,48392,227458,0,125070,43403,70906,0,,2003
106301175,fountain valley rgnl hosp & mc-euclid,11/1/2002,10/31/2003,365,audited,excl. ind. audit,orange,13,1014,investor,general,comparable,,(714)966-7200,17100 euclid street,fountain valley,92708-4004,tim smith,ceo,remedios h. maglaya,tenet healthcare corporation,0,05-0570,hsc30570f,zzt30570f,400,387,387,32355,4835,10382,15146,2366,637,26429,53,1086,93289,4449,1015,1933,3508,462,134,6843,10,420,18774,360,40,0,0,0,0,90312,2977,0,0,0,0,18584,190,0,0,0,0,63.9,66,5,5,55,8935,3764,11044,2881,2044,11210,2484,1527,32166,213,2726,66295,34701,0,0,31448,0,9,605376,531359,4622,7611,13707,1103739375,890378370,17476700,230837705,667874,195919083,35586496,99519,2101059,0,0,33584956,171099254,33320709,899319412,291575590,55912844,85993901,125683004,24660617,6660302,266332531,560602,11347141,868726532,48297091,9991572,8080847,33587748,6766784,3802406,119868068,680449,3937878,235012843,280055491,51843590,70687438,145926655,-4545357,29462201,8230470,287246035,11760023,0,7267771,-106213,2550266,0,17476700,0,0,59817190,14060826,23802883,28923861,1965200,2232238,98954564,106213,974730,0,0,0,0,0,0,44305206,3563432,74998618,0,0,0,91584,22114630,12875188,28909657,9060768,72936598,22683627,1414351,7868961,42484907,31247906,5532980,3126971,3500217,684,5121881,119310820,0,81137434,4174021,1223246,7667734,213513255,19210058,0,0,194303197,213513255,995,67107183,41460994,119483872,38346438,0,0,0,0,0,46506525,0,1721,1479,965,2846238,354725,3200963,379,2,152112,534329,988266,67900,262963,611230,33727,71787,108910,15014,1129548,92256,883782,0,244271,267757,228624,0,1287440,102942,996372,0,271138,289080,253991,0,,2003
106301175,fountain valley rgnl hosp & mc-euclid,11/1/2003,12/31/2003,61,audited,excl. ind. audit,orange,13,1014,investor,general,comparable,,(714)966-7200,17100 euclid street,fountain valley,92708-4004,tim smith,ceo,remedios h. maglaya,tenet healthcare corporation,0,05-0570,hsc30570f,zzt30570f,360,360,360,4990,669,1434,2700,501,86,4363,16,381,15140,755,166,308,673,108,17,1092,2,82,3203,360,0,0,0,0,0,15140,0,0,0,0,0,3203,0,0,0,0,0,68.90000000000001,68.90000000000001,4.7,4.7,55,1516,634,2234,514,437,2176,466,250,6394,27,660,13158,6368,0,0,7039,0,9,88588,77272,683,1164,2678,179287492,175024527,3205607,7468572,68960,34121215,-26583683,24200,350000,0,0,-26909483,27972656,6126971,145187865,46238646,7990230,11515961,21811457,4409241,741422,44808711,175000,3210314,140900982,7608625,1639281,1356278,5182919,1113530,568123,19999542,46750,871462,38386510,65937163,7842020,10651766,25242919,-572069,5134511,1035413,55259624,3618134,0,586444,0,288602,0,3205607,0,0,-12089892,1787491,2427848,4957064,388260,274132,9548629,0,175040,0,0,0,0,0,0,7366879,596509,12833584,0,0,0,69504,3793311,2215508,5370942,1874978,12206911,4097360,279716,1361302,7162493,4745108,973477,530798,1264840,53,1499157,87623665,0,80889355,4515990,1223246,7615054,181867310,21869623,0,0,159997687,181867310,217924,67112884,42226695,120255274,39365919,0,0,0,0,0,36113628,0,1704,1477,972,469506,60179,529685,379,2,24955,89490,166385,10976,42494,101811,5617,11560,13250,2968,183947,15253,147094,0,40250,45080,37882,0,210234,17119,166179,0,44651,48956,42546,0,,2003
106230949,frank r howard memorial hospital,1/1/2003,12/31/2003,365,audited,incl. ind. audit,mendocino,01,0112,non-profit,general,comparable,small/rural,(707)459-6801,1 madrone street,willits,95490-4225,kevin erich,president,diana hoyt,western health resources,0,05-1310,,zzr00440g,25,25,25,2451,0,528,0,243,587,0,0,36,3845,576,0,123,0,75,225,0,0,25,1024,25,0,0,0,0,0,3845,0,0,0,0,0,1024,0,0,0,0,0,42.1,42.1,3.8,3.8,0,0,0,25364,0,8412,0,1442,14204,0,0,2961,52383,10502,0,17599,22502,0,1,44715,34925,407,482,2151,49709875,30948715,0,18761160,211801,17837220,1135741,74971,0,0,0,1210712,5240132,11024791,33444952,12615162,0,2113425,0,1646401,4348336,0,0,557278,21280602,12106209,0,4745041,0,1511180,8272904,0,0,1793939,28429273,15318133,0,5954895,0,0,1988317,5468170,0,1350000,0,330027,0,539173,0,0,0,0,9403238,0,903571,0,1169264,5803070,0,0,1482017,0,73000,0,33992,0,0,2176089,4394838,5979640,0,0,0,0,1982144,934073,1971973,398463,8173274,2418857,747330,594112,2526814,1739764,522551,307021,159861,1026,646610,4594462,331364,2205849,103164,18611,0,7253450,2491106,0,448746,4313598,7253450,1157745,1187178,4680436,5875673,3669824,0,0,0,528674,79928,18611,0,262,154,84,291076,29659,320735,18,0,34458,54929,72564,9291,14497,83918,21279,0,140,0,48277,68007,73783,0,38513,31985,30511,0,55320,75577,80443,0,41530,34856,33009,0,,2003
